id,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,y
19265,2013-09-10,NorahHead,17.7,30.3,0.0,,,NNW,57.0,NNW,NNW,31.0,20.0,34.0,33.0,1007.2,1001.4,,,25.1,28.4,No,0.0,No
14160,2015-11-07,Moree,16.9,31.9,0.0,,,SW,35.0,SSW,SSW,15.0,22.0,56.0,31.0,1012.8,1010.1,,3.0,24.3,30.8,No,0.0,No
14122,2015-09-29,Moree,8.1,28.2,0.0,7.4,11.2,WSW,39.0,NNE,WSW,19.0,22.0,45.0,13.0,1020.5,1016.2,1.0,4.0,20.2,27.3,No,0.0,No
1217,2012-05-15,Albury,0.4,17.5,0.0,,,WSW,17.0,N,NW,2.0,6.0,84.0,52.0,1027.0,1024.1,,,7.5,17.2,No,0.0,No
15004,2009-08-28,Newcastle,8.4,26.0,0.0,,,,,NW,,11.0,0.0,35.0,18.0,,,0.0,1.0,17.4,25.4,No,0.2,No
21217,2010-08-23,NorfolkIsland,14.3,18.2,2.0,5.4,10.1,SW,39.0,S,S,17.0,17.0,56.0,57.0,1020.8,1019.2,3.0,4.0,16.2,17.1,Yes,0.0,No
20244,2016-06-17,NorahHead,12.5,19.4,0.0,,,N,39.0,NNW,N,17.0,30.0,73.0,69.0,1018.5,1015.1,,,16.1,19.1,No,4.6,Yes
21506,2011-07-09,NorfolkIsland,11.2,18.1,0.4,4.2,8.4,WSW,48.0,WSW,W,13.0,19.0,57.0,50.0,1019.0,1016.5,1.0,3.0,16.2,17.5,No,0.2,No
24564,2011-11-03,Penrith,14.1,18.1,3.6,,,SE,26.0,ESE,E,4.0,6.0,98.0,83.0,,,,,14.3,16.1,Yes,3.8,Yes
17870,2009-07-02,NorahHead,10.6,18.5,0.0,,,NW,35.0,NNW,W,24.0,13.0,55.0,41.0,1008.2,1006.4,,,15.2,17.8,No,0.0,No
4671,2013-12-02,BadgerysCreek,15.3,27.3,0.0,,,NE,26.0,N,ENE,9.0,9.0,68.0,37.0,1022.6,1018.7,,,18.7,24.9,No,0.0,No
4024,2011-12-21,BadgerysCreek,17.0,24.8,0.0,,,ESE,20.0,SW,E,2.0,9.0,81.0,63.0,1018.5,1016.2,,,18.8,22.7,No,0.6,No
10353,2013-01-30,CoffsHarbour,21.5,26.4,0.2,2.8,9.0,SSW,35.0,SW,S,15.0,17.0,88.0,80.0,1013.4,1013.4,8.0,2.0,22.4,25.6,No,0.0,No
3891,2011-08-08,BadgerysCreek,2.7,17.4,5.0,,,W,30.0,WNW,SSW,2.0,9.0,100.0,45.0,1010.9,1007.8,,,9.9,15.5,Yes,0.0,No
1666,2013-10-09,Albury,5.6,24.3,0.0,,,NNE,28.0,SE,N,9.0,15.0,83.0,45.0,1019.9,1015.2,,,11.9,23.2,No,0.0,No
12273,2010-01-29,Moree,22.2,32.9,1.4,13.4,2.8,,,,,,,70.0,44.0,1008.9,1008.0,7.0,4.0,24.0,30.4,Yes,0.0,No
19831,2015-04-13,NorahHead,14.6,20.2,1.6,,,S,37.0,SW,S,11.0,28.0,84.0,72.0,1023.0,1021.0,,,17.9,19.7,Yes,0.0,No
14518,2016-11-22,Moree,17.3,34.3,0.0,,,ENE,35.0,NNE,ESE,19.0,13.0,40.0,15.0,1017.3,1012.0,,,24.0,33.7,No,0.0,No
10917,2014-09-27,CoffsHarbour,11.0,22.0,0.0,,,,,,,,,62.0,62.0,,,,,19.5,20.9,No,0.2,No
18498,2011-05-28,NorahHead,10.1,16.3,2.8,,,SSE,39.0,W,WSW,15.0,17.0,73.0,91.0,1023.3,1022.2,,,11.9,14.0,Yes,31.4,Yes
389,2009-12-27,Albury,17.6,27.3,0.0,,,ENE,24.0,S,NE,11.0,15.0,61.0,74.0,1016.3,1013.9,1.0,,22.1,22.7,No,0.0,No
8439,2016-02-11,Cobar,23.5,38.0,0.0,12.0,,W,44.0,NNW,NNW,13.0,9.0,25.0,12.0,1011.5,1008.4,7.0,7.0,30.3,37.3,No,0.2,No
56,2009-01-27,Albury,18.5,38.2,0.0,,,NNE,31.0,SE,NNW,9.0,17.0,48.0,25.0,1017.8,1014.1,,,25.8,36.2,No,0.0,No
5046,2014-12-21,BadgerysCreek,13.4,30.5,0.0,,,E,35.0,NNW,ENE,4.0,13.0,66.0,43.0,1018.7,1014.5,,,20.8,29.7,No,0.0,No
11918,2009-02-08,Moree,19.8,36.1,0.0,11.2,12.9,N,30.0,N,NE,19.0,7.0,63.0,25.0,1012.4,1008.4,0.0,0.0,24.0,34.0,No,0.0,No
7084,2012-03-25,Cobar,10.3,24.0,0.0,4.8,,SSE,31.0,SSE,S,7.0,13.0,62.0,29.0,1020.5,1018.2,1.0,0.0,15.4,22.5,No,0.0,No
8266,2015-08-20,Cobar,5.6,21.1,0.0,3.4,,N,31.0,NE,NE,17.0,15.0,48.0,23.0,1026.6,1022.7,1.0,0.0,12.8,20.9,No,0.0,No
23718,2009-04-18,Penrith,13.3,24.1,0.0,,,S,50.0,SSW,SSE,19.0,13.0,62.0,47.0,,,,,19.7,22.9,No,0.0,No
11540,2016-07-21,CoffsHarbour,16.1,18.8,2.8,,,SW,22.0,WSW,SW,13.0,13.0,89.0,89.0,1019.3,1016.2,8.0,8.0,17.1,17.3,Yes,5.8,Yes
14023,2015-06-04,Moree,-0.1,16.4,0.0,2.4,,WSW,22.0,ENE,W,9.0,13.0,76.0,33.0,1023.5,1020.7,0.0,1.0,8.3,15.7,No,0.0,No
23131,2016-02-17,NorfolkIsland,22.7,27.3,15.2,3.6,4.1,NNW,48.0,NNE,NW,24.0,19.0,88.0,83.0,1005.0,1004.1,7.0,7.0,25.0,25.6,Yes,7.0,Yes
8661,2016-09-21,Cobar,13.0,16.0,6.2,2.6,,NW,43.0,WNW,W,19.0,24.0,96.0,84.0,1010.5,1010.0,8.0,8.0,14.8,14.9,Yes,1.4,Yes
7936,2014-09-24,Cobar,16.2,23.2,0.0,8.6,,NE,48.0,NNE,NE,30.0,17.0,52.0,93.0,1018.4,1014.9,7.0,7.0,20.1,16.5,No,13.6,Yes
16661,2014-07-31,Newcastle,13.2,24.5,0.0,,,,,N,NW,19.0,28.0,54.0,21.0,,,0.0,0.0,14.4,23.8,No,0.0,No
1302,2012-08-08,Albury,-0.5,16.3,0.0,,,W,35.0,,NNE,0.0,15.0,87.0,54.0,1022.9,1016.5,1.0,,6.1,15.9,No,11.2,Yes
17096,2015-10-17,Newcastle,16.8,25.2,0.0,,,,,SE,,19.0,,81.0,,,,4.0,,22.0,,No,1.2,Yes
10586,2013-10-19,CoffsHarbour,15.0,22.7,27.2,1.8,,SSW,39.0,SW,S,22.0,22.0,66.0,67.0,1026.8,1024.2,7.0,5.0,19.0,21.1,Yes,2.4,Yes
8941,2009-01-15,CoffsHarbour,19.1,32.2,0.0,7.6,13.2,NNE,61.0,NNW,NNE,31.0,46.0,50.0,57.0,1013.9,1010.4,0.0,1.0,25.1,27.6,No,0.0,No
13271,2013-01-04,Moree,20.9,35.8,0.0,,,ENE,52.0,NNE,NNW,28.0,17.0,57.0,32.0,1014.4,1010.8,,,24.4,33.5,No,0.0,No
24488,2011-08-17,Penrith,6.7,12.7,0.0,,,N,9.0,,NNE,0.0,6.0,99.0,99.0,,,,,9.7,12.3,No,11.2,Yes
9668,2011-01-13,CoffsHarbour,21.1,27.1,9.8,2.4,7.1,ENE,31.0,NE,NNE,11.0,19.0,74.0,63.0,1015.2,1013.6,6.0,2.0,24.8,26.4,Yes,1.2,Yes
2829,2016-12-21,Albury,9.7,28.3,1.2,,,ESE,44.0,NW,WSW,6.0,20.0,47.0,28.0,1013.3,1012.7,,,19.5,26.8,Yes,0.0,No
13132,2012-07-14,Moree,12.5,15.1,40.2,0.6,0.1,WNW,26.0,NW,NW,15.0,9.0,94.0,84.0,1018.0,1016.1,8.0,8.0,13.5,14.2,Yes,0.2,No
16615,2014-06-15,Newcastle,9.0,16.2,0.0,,,,,NE,NW,28.0,28.0,70.0,64.0,,,2.0,7.0,12.4,16.0,No,0.0,No
8227,2015-07-12,Cobar,4.5,10.4,6.2,4.4,,W,65.0,W,W,24.0,31.0,77.0,59.0,1013.1,1010.9,3.0,6.0,6.4,9.2,Yes,4.8,Yes
18054,2010-01-20,NorahHead,17.1,26.6,0.0,,,E,26.0,WNW,E,7.0,22.0,40.0,56.0,1010.6,1008.3,,,23.4,24.8,No,0.0,No
10890,2014-08-30,CoffsHarbour,11.8,22.2,0.0,,,,,,,,,59.0,55.0,,,,,18.2,21.5,No,0.0,No
6670,2011-01-03,Cobar,21.7,36.3,0.0,8.4,,W,50.0,E,SSW,4.0,22.0,46.0,26.0,1009.1,1006.5,3.0,2.0,29.2,34.7,No,0.0,No
711,2010-11-21,Albury,12.7,29.7,0.0,,,N,22.0,E,W,11.0,9.0,70.0,29.0,1022.1,1019.1,5.0,,20.0,29.5,No,0.0,No
11903,2009-01-24,Moree,23.2,35.5,0.0,5.2,10.9,NNE,28.0,N,WNW,15.0,11.0,79.0,47.0,1010.1,1007.4,5.0,7.0,27.0,34.2,No,0.0,No
12943,2012-01-01,Moree,16.9,31.3,0.0,9.2,13.3,NE,33.0,NNE,SSE,17.0,9.0,58.0,34.0,1016.5,1012.6,1.0,4.0,22.4,29.0,No,0.0,No
3396,2010-01-31,BadgerysCreek,19.0,29.8,0.4,,,NNE,54.0,E,,4.0,,79.0,,1016.9,,,,23.9,,No,0.6,No
15400,2010-09-28,Newcastle,13.2,27.5,0.8,,,,,NE,NW,2.0,15.0,70.0,23.0,,,2.0,2.0,21.2,27.0,No,0.0,No
21310,2010-11-24,NorfolkIsland,16.5,20.9,0.0,8.0,8.5,SE,48.0,SE,SE,26.0,26.0,57.0,64.0,1024.5,1022.8,7.0,2.0,17.7,19.7,No,0.0,No
24802,2012-06-29,Penrith,9.1,20.3,0.0,,,SW,11.0,,W,0.0,4.0,99.0,64.0,,,,,10.5,19.5,No,0.2,No
8346,2015-11-08,Cobar,12.9,29.1,0.0,8.8,,S,39.0,SSE,SSW,13.0,24.0,41.0,26.0,1017.2,1014.2,2.0,2.0,18.8,27.9,No,0.0,No
6516,2010-08-02,Cobar,3.8,12.0,0.0,2.4,,SW,46.0,SW,SW,26.0,28.0,73.0,61.0,1026.5,1023.7,1.0,6.0,6.8,10.6,No,0.0,No
6365,2010-03-04,Cobar,18.4,22.5,2.6,7.0,1.8,NE,43.0,ENE,ENE,20.0,24.0,86.0,88.0,1009.8,1007.2,8.0,8.0,18.9,20.8,Yes,12.8,Yes
9277,2009-12-18,CoffsHarbour,21.6,30.6,0.0,8.0,7.9,N,46.0,NNW,SSW,20.0,33.0,57.0,67.0,1014.1,1015.7,1.0,6.0,27.0,24.2,No,7.2,Yes
23822,2009-07-31,Penrith,3.2,20.8,0.2,,,WSW,35.0,WNW,WSW,4.0,15.0,81.0,39.0,,,,,9.2,19.8,No,0.0,No
21045,2010-03-04,NorfolkIsland,19.7,25.0,0.0,6.8,5.9,SE,43.0,SSE,SE,20.0,24.0,74.0,56.0,1012.9,1012.0,7.0,7.0,20.9,24.0,No,0.0,No
5948,2009-01-10,Cobar,19.0,35.5,0.0,12.0,12.3,ENE,48.0,ENE,WSW,30.0,9.0,46.0,28.0,1008.3,1004.0,1.0,5.0,23.4,33.3,No,0.0,No
13083,2012-05-26,Moree,2.1,15.1,0.2,0.3,9.7,WSW,37.0,,SW,0.0,17.0,80.0,41.0,1021.9,1018.5,2.0,3.0,9.1,14.7,No,0.0,No
7145,2012-05-25,Cobar,3.9,13.5,1.6,1.0,,WSW,39.0,NW,WNW,19.0,17.0,75.0,57.0,1017.2,1017.3,6.0,7.0,7.4,12.0,Yes,0.0,No
24269,2010-11-25,Penrith,16.2,33.1,0.0,,,E,35.0,SSE,SE,7.0,13.0,72.0,31.0,,,,,22.4,32.4,No,0.0,No
16902,2015-04-03,Newcastle,18.8,21.3,0.4,,,,,,,0.0,0.0,91.0,90.0,,,8.0,8.0,19.4,20.5,No,31.4,Yes
22482,2014-05-09,NorfolkIsland,15.8,19.4,1.8,2.6,0.1,SSW,37.0,SW,SW,20.0,22.0,67.0,59.0,1017.5,1015.9,8.0,8.0,18.4,18.5,Yes,0.0,No
4004,2011-12-01,BadgerysCreek,13.4,21.4,2.0,,,S,39.0,S,ESE,19.0,11.0,59.0,48.0,1021.3,1020.2,,,15.4,20.0,Yes,0.2,No
24887,2012-09-23,Penrith,7.8,30.6,0.0,,,NNW,41.0,N,W,7.0,15.0,98.0,23.0,,,,,13.6,29.7,No,0.0,No
13997,2015-04-25,Moree,10.5,26.3,0.0,,,WNW,48.0,NNE,NW,13.0,31.0,52.0,24.0,1010.5,1007.5,,,19.0,25.4,No,0.0,No
1589,2013-07-24,Albury,1.9,14.7,0.0,,,W,17.0,SE,W,7.0,6.0,100.0,56.0,1030.7,1028.9,7.0,,3.6,14.0,No,0.0,No
87,2009-02-27,Albury,15.4,32.6,0.0,,,W,24.0,,S,0.0,6.0,53.0,25.0,1016.2,1012.6,,,20.0,30.8,No,0.0,No
19911,2015-07-03,NorahHead,8.0,15.1,0.0,,,SSW,41.0,SW,SSW,19.0,22.0,60.0,68.0,1025.5,1024.3,,,10.5,14.3,No,0.0,No
15082,2009-11-14,Newcastle,12.0,27.0,0.0,,,,,N,NE,4.0,4.0,69.0,55.0,,,2.0,1.0,21.0,26.0,No,0.0,No
19891,2015-06-13,NorahHead,13.2,20.4,0.0,,,N,28.0,NW,NNE,6.0,15.0,70.0,63.0,1031.1,1027.1,,,15.8,18.0,No,0.2,No
8695,2016-10-25,Cobar,8.8,28.4,0.0,6.6,,WNW,33.0,NNE,NNW,17.0,17.0,,,1018.8,1015.3,,,17.9,27.6,No,0.0,No
9869,2011-09-01,CoffsHarbour,10.6,21.1,0.0,2.0,,WSW,26.0,SE,ENE,9.0,15.0,64.0,57.0,1023.3,1020.5,1.0,2.0,19.3,20.7,No,6.6,Yes
19993,2015-10-09,NorahHead,17.2,24.7,0.0,,,NE,41.0,NNE,NE,28.0,31.0,61.0,68.0,1034.2,1029.8,,,19.5,22.1,No,0.0,No
14275,2016-03-24,Moree,16.4,32.9,0.0,8.0,,NE,33.0,ENE,NE,20.0,7.0,58.0,23.0,1020.0,1016.2,1.0,2.0,22.2,31.2,No,0.0,No
11255,2015-10-08,CoffsHarbour,17.0,20.0,0.0,,,SW,48.0,SW,SSE,24.0,17.0,77.0,79.0,1036.3,1034.0,8.0,8.0,18.0,19.5,No,2.6,Yes
8639,2016-08-30,Cobar,11.5,23.3,0.0,,,N,35.0,NE,NNE,17.0,20.0,59.0,50.0,1022.0,1018.5,4.0,8.0,14.4,20.6,No,23.6,Yes
17683,2017-06-19,Newcastle,13.0,20.3,20.0,,,,,W,,28.0,,84.0,,,,6.0,,15.0,,Yes,0.6,No
19843,2015-04-25,NorahHead,16.4,25.9,0.0,,,NE,65.0,WNW,NE,9.0,20.0,64.0,64.0,1008.7,1005.0,,,20.5,22.6,No,22.4,Yes
4570,2013-08-22,BadgerysCreek,-0.1,17.5,,,,WNW,43.0,NNE,NW,9.0,17.0,84.0,43.0,1013.5,1010.2,,,6.1,15.9,,0.0,No
13752,2014-06-23,Moree,5.3,21.4,0.4,10.2,9.2,NNW,37.0,ENE,NW,15.0,19.0,70.0,26.0,1019.2,1014.5,4.0,7.0,11.6,20.9,No,0.0,No
13700,2014-04-22,Moree,11.4,29.8,0.0,5.0,10.0,N,35.0,N,N,22.0,17.0,51.0,31.0,1020.4,1016.3,7.0,7.0,22.6,28.4,No,0.0,No
10378,2013-03-24,CoffsHarbour,19.5,30.0,1.4,2.8,,WNW,33.0,SE,W,4.0,17.0,82.0,83.0,1015.8,1013.2,1.0,8.0,24.5,22.0,Yes,1.7,Yes
14164,2015-11-11,Moree,19.0,32.5,0.0,8.8,12.0,NE,41.0,NNE,E,28.0,11.0,55.0,30.0,1016.1,1013.9,2.0,6.0,23.9,31.3,No,0.0,No
2053,2014-11-06,Albury,7.8,25.8,0.0,,,WNW,30.0,SE,W,9.0,13.0,62.0,25.0,1015.5,1013.0,2.0,2.0,15.7,24.7,No,0.0,No
13780,2014-07-23,Moree,5.3,20.8,0.0,2.8,8.3,E,28.0,E,NNE,19.0,11.0,59.0,32.0,1024.4,1019.5,6.0,7.0,12.5,20.8,No,0.0,No
20956,2009-12-05,NorfolkIsland,16.8,23.2,0.0,7.4,13.1,S,30.0,S,SSE,15.0,19.0,48.0,45.0,1019.8,1018.4,2.0,1.0,21.3,22.6,No,0.0,No
8729,2016-12-07,Cobar,14.0,32.0,5.4,31.2,,SSE,41.0,ESE,S,9.0,11.0,,,1015.4,1011.8,,,20.4,29.8,Yes,0.2,No
21855,2012-06-22,NorfolkIsland,13.3,19.4,0.0,2.8,9.0,NE,22.0,S,NE,2.0,13.0,62.0,63.0,1023.8,1022.7,1.0,1.0,18.0,18.0,No,0.0,No
1699,2013-11-12,Albury,12.1,18.6,4.4,,,W,46.0,SSE,W,11.0,26.0,75.0,65.0,1015.0,1011.4,8.0,8.0,14.3,17.1,Yes,0.4,No
8415,2016-01-18,Cobar,19.3,34.5,0.0,9.0,,E,33.0,ENE,S,19.0,9.0,38.0,19.0,1016.8,1014.0,7.0,5.0,24.5,32.2,No,0.0,No
8642,2016-09-02,Cobar,13.0,16.0,22.0,,,N,52.0,SE,NE,13.0,22.0,97.0,97.0,1004.4,995.8,8.0,8.0,13.7,16.3,Yes,19.8,Yes
4858,2014-06-14,BadgerysCreek,13.2,20.2,5.6,,,W,24.0,,W,0.0,6.0,100.0,55.0,1012.5,1009.0,,,12.5,19.9,Yes,0.0,No
6482,2010-06-29,Cobar,0.0,12.7,0.0,1.4,10.6,N,24.0,NE,NNE,7.0,11.0,67.0,39.0,1022.6,1019.7,0.0,0.0,6.6,11.8,No,0.0,No
3703,2011-01-01,BadgerysCreek,16.8,37.4,0.0,,,E,28.0,N,ENE,2.0,7.0,74.0,27.0,1013.8,1009.3,,,24.4,36.7,No,0.0,No
10106,2012-04-26,CoffsHarbour,8.3,22.9,,,,S,35.0,SW,WSW,19.0,13.0,49.0,47.0,1017.2,1016.4,,,18.7,22.3,,0.0,No
1499,2013-04-22,Albury,10.6,14.6,7.0,,,WNW,26.0,NNW,W,11.0,11.0,90.0,79.0,1010.7,1010.3,8.0,8.0,11.7,14.2,Yes,1.6,Yes
7270,2012-09-27,Cobar,14.3,34.9,0.0,8.0,,NNE,52.0,NNE,NNW,19.0,20.0,27.0,6.0,1015.4,1010.6,1.0,3.0,24.8,33.9,No,0.0,No
10268,2012-10-05,CoffsHarbour,10.6,32.7,0.0,4.4,,SSW,41.0,ESE,NNE,7.0,26.0,41.0,26.0,1019.0,1014.5,0.0,1.0,26.5,28.9,No,0.0,No
24367,2011-03-18,Penrith,20.1,26.0,0.2,,,S,31.0,S,SE,17.0,20.0,77.0,65.0,,,,,20.9,23.7,No,0.0,No
15501,2011-01-13,Newcastle,22.4,29.9,0.0,,,,,NE,NE,6.0,11.0,67.0,57.0,,,2.0,4.0,25.6,28.5,No,0.0,No
22760,2015-02-11,NorfolkIsland,20.7,25.5,0.4,7.8,11.0,ESE,54.0,ESE,ESE,28.0,31.0,66.0,62.0,1019.9,1018.2,3.0,3.0,22.7,24.3,No,0.8,No
18280,2010-09-19,NorahHead,12.5,18.8,0.0,,,SSE,30.0,SW,SE,6.0,7.0,63.0,73.0,1021.9,1020.0,,,15.5,17.1,No,0.0,No
23520,2017-04-24,NorfolkIsland,18.5,23.7,0.0,,,ESE,33.0,ESE,SE,17.0,15.0,61.0,53.0,1018.1,1016.5,8.0,1.0,21.5,22.0,No,0.0,No
18251,2010-08-20,NorahHead,10.9,19.3,,,,WNW,35.0,WNW,W,7.0,9.0,48.0,34.0,1013.4,1011.1,,,15.5,19.0,,0.0,No
18484,2011-05-14,NorahHead,10.7,16.2,0.0,,,SW,39.0,WSW,SW,15.0,17.0,44.0,40.0,1015.8,1017.5,,,13.4,15.7,No,0.0,No
11262,2015-10-15,CoffsHarbour,17.6,24.4,4.4,,,NE,33.0,SW,NE,7.0,22.0,89.0,67.0,1026.7,1024.5,6.0,,19.9,23.7,Yes,0.0,No
14616,2017-02-28,Moree,17.0,30.5,0.0,,,ESE,46.0,ESE,ESE,13.0,33.0,54.0,39.0,1018.1,1015.1,1.0,8.0,23.5,28.2,No,0.0,No
1658,2013-10-01,Albury,15.8,17.2,1.6,,,WNW,72.0,N,WNW,17.0,30.0,87.0,56.0,1002.9,1008.0,8.0,8.0,16.3,15.7,Yes,4.0,Yes
13068,2012-05-09,Moree,6.8,27.4,0.0,4.6,10.5,SW,28.0,E,SW,13.0,13.0,47.0,18.0,1023.0,1019.7,0.0,0.0,16.9,26.7,No,0.0,No
9024,2009-04-09,CoffsHarbour,16.1,22.3,9.2,3.0,1.8,WSW,31.0,SW,SE,19.0,7.0,89.0,74.0,1024.4,1022.0,7.0,5.0,18.1,21.0,Yes,2.0,Yes
4220,2012-07-05,BadgerysCreek,5.5,15.3,0.0,,,SSW,39.0,SW,SSW,20.0,15.0,63.0,57.0,1031.8,1030.7,,,11.0,14.8,No,1.2,Yes
7465,2013-06-10,Cobar,9.2,18.4,18.2,1.6,,SW,31.0,E,SE,7.0,7.0,97.0,82.0,1021.4,1019.6,7.0,7.0,13.5,18.1,Yes,0.8,No
21094,2010-04-22,NorfolkIsland,16.3,22.2,0.4,3.4,8.1,SSE,33.0,ESE,SE,17.0,20.0,71.0,58.0,1024.0,1021.8,6.0,7.0,19.6,21.3,No,0.4,No
14381,2016-07-08,Moree,8.8,17.8,0.0,,,SW,28.0,WSW,WSW,9.0,15.0,84.0,62.0,1020.9,1019.0,5.0,8.0,11.9,17.0,No,0.2,No
11203,2015-08-17,CoffsHarbour,9.9,20.4,0.6,,,NNW,28.0,NW,E,13.0,13.0,57.0,54.0,1018.4,1014.1,,,17.9,20.0,No,0.0,No
9611,2010-11-17,CoffsHarbour,17.4,20.6,50.2,5.8,0.3,SW,39.0,SW,SW,17.0,22.0,94.0,80.0,1014.1,1013.2,8.0,8.0,17.9,20.2,Yes,4.4,Yes
10791,2014-05-23,CoffsHarbour,14.6,24.4,0.0,,,,,,,,,72.0,58.0,,,,,20.3,23.4,No,0.0,No
3635,2010-10-24,BadgerysCreek,11.8,16.9,4.0,,,S,35.0,SW,SSW,17.0,19.0,90.0,92.0,1022.3,1021.6,,,11.8,13.6,Yes,7.0,Yes
20116,2016-02-10,NorahHead,19.7,29.8,0.4,,,NE,39.0,NW,NE,6.0,26.0,74.0,63.0,1016.5,1013.3,,,23.7,27.3,No,0.0,No
24854,2012-08-20,Penrith,2.5,18.9,0.0,,,NNE,17.0,E,NNE,2.0,6.0,79.0,36.0,,,,,8.9,18.5,No,0.0,No
15695,2011-08-30,Newcastle,12.2,19.2,0.0,,,,,SW,S,4.0,9.0,78.0,62.0,,,6.0,4.0,16.6,18.5,No,0.0,No
13201,2012-09-22,Moree,7.0,26.9,0.0,2.8,11.5,S,31.0,SSW,SW,9.0,11.0,46.0,10.0,1016.5,1011.9,0.0,0.0,18.2,26.1,No,0.0,No
4115,2012-03-22,BadgerysCreek,16.6,18.9,0.0,,,SSE,35.0,SSW,,9.0,0.0,82.0,78.0,1010.0,1008.1,,,16.7,18.5,No,3.6,Yes
16634,2014-07-04,Newcastle,4.4,20.2,0.0,,,,,NW,N,4.0,9.0,58.0,36.0,,,0.0,0.0,10.6,19.2,No,0.1,No
9840,2011-08-03,CoffsHarbour,8.5,21.3,0.0,2.0,10.2,NE,37.0,NNW,NE,9.0,28.0,62.0,56.0,1025.5,1024.0,0.0,0.0,17.5,19.7,No,0.0,No
3827,2011-06-04,BadgerysCreek,6.2,17.9,0.0,,,SW,17.0,NE,,2.0,0.0,98.0,69.0,1015.5,1013.9,,,10.0,17.1,No,0.0,No
6509,2010-07-26,Cobar,1.1,17.5,0.0,2.2,,SE,30.0,SSE,ESE,4.0,13.0,85.0,41.0,1032.8,1030.6,0.0,1.0,6.6,17.1,No,0.0,No
10159,2012-06-18,CoffsHarbour,5.1,19.1,0.0,2.4,9.5,SW,33.0,NW,SSE,6.0,13.0,62.0,40.0,1022.3,1019.9,1.0,1.0,14.7,18.2,No,0.0,No
20601,2017-06-09,NorahHead,13.2,19.4,3.4,,,S,61.0,WSW,S,11.0,39.0,87.0,88.0,1026.6,1025.4,,,14.8,17.3,Yes,26.6,Yes
11277,2015-10-30,CoffsHarbour,14.4,24.0,2.6,,,NNE,35.0,SSE,NE,13.0,24.0,71.0,58.0,1023.6,1021.2,7.0,,19.7,23.5,Yes,0.0,No
3847,2011-06-24,BadgerysCreek,0.8,17.7,0.0,,,W,22.0,NNE,SW,2.0,7.0,90.0,48.0,1026.7,1024.6,,,8.5,17.1,No,0.0,No
13862,2014-11-01,Moree,19.3,36.4,,,,SW,69.0,NNE,NNW,37.0,30.0,65.0,24.0,1011.1,1005.0,1.0,,23.8,34.6,,3.8,Yes
3789,2011-03-28,BadgerysCreek,13.7,24.3,1.2,,,E,26.0,WSW,ENE,13.0,15.0,82.0,70.0,1027.4,1026.0,,,17.5,21.4,Yes,0.0,No
4287,2012-09-12,BadgerysCreek,5.8,24.9,0.0,,,NNE,28.0,N,NNE,9.0,13.0,76.0,41.0,1023.3,1014.9,,,14.6,24.2,No,0.0,No
22917,2015-07-18,NorfolkIsland,15.9,19.4,27.8,3.8,7.7,WNW,65.0,W,W,39.0,43.0,58.0,63.0,1012.1,1011.1,2.0,2.0,17.6,18.8,Yes,0.0,No
18255,2010-08-24,NorahHead,9.6,19.8,1.2,,,NW,35.0,WNW,W,9.0,7.0,62.0,36.0,1013.0,1008.4,,,14.4,19.2,Yes,0.0,No
15877,2012-03-06,Newcastle,17.6,24.0,0.0,,,,,SE,SE,4.0,28.0,66.0,63.0,,,3.0,5.0,22.0,23.0,No,50.4,Yes
10233,2012-08-31,CoffsHarbour,10.0,17.7,0.0,2.5,,S,41.0,SW,SE,20.0,13.0,48.0,40.0,1018.3,1014.6,6.0,1.0,15.6,16.9,No,0.0,No
12264,2010-01-20,Moree,11.5,32.3,0.0,10.4,13.4,SW,35.0,NNE,WSW,7.0,6.0,52.0,17.0,1013.2,1010.1,0.0,0.0,19.8,30.2,No,0.0,No
19772,2015-02-13,NorahHead,22.2,28.0,0.0,,,NNE,41.0,SE,SE,13.0,19.0,69.0,64.0,1023.7,1022.7,,,24.7,27.1,No,0.0,No
5830,2017-03-09,BadgerysCreek,16.0,23.5,0.4,,,SSW,28.0,SSW,ESE,9.0,9.0,94.0,61.0,1017.5,1016.1,,,18.7,22.4,No,0.0,No
16581,2014-05-12,Newcastle,11.9,22.2,15.7,,,,,,SE,0.0,9.0,90.0,59.0,,,6.0,5.0,16.0,21.0,Yes,8.6,Yes
1151,2012-03-10,Albury,10.8,25.9,0.0,,,W,28.0,,WNW,0.0,13.0,77.0,39.0,1014.3,1013.9,,,15.5,24.8,No,0.0,No
13110,2012-06-22,Moree,6.6,22.2,0.0,3.6,6.7,WSW,44.0,N,WNW,22.0,28.0,65.0,28.0,1014.1,1011.9,6.0,7.0,15.4,20.5,No,0.0,No
22709,2014-12-22,NorfolkIsland,19.4,23.0,71.0,,0.2,E,39.0,WNW,ENE,9.0,13.0,95.0,95.0,1014.0,1013.7,8.0,8.0,20.5,20.4,Yes,32.6,Yes
921,2011-07-19,Albury,0.4,14.5,1.8,,,WSW,13.0,NW,,4.0,0.0,99.0,66.0,1020.4,1017.8,,,3.4,14.0,Yes,0.2,No
