id,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,y
15918,2012-04-25,Newcastle,10.2,19.3,0.4,,,,,NW,NW,19.0,28.0,52.0,46.0,,,1.0,0.0,13.2,18.6,No,0.0,No
11729,2017-01-26,CoffsHarbour,22.8,26.9,0.0,,,WSW,26.0,NW,SSE,7.0,9.0,75.0,90.0,1013.7,1012.7,8.0,8.0,26.2,24.3,No,13.0,Yes
8989,2009-03-04,CoffsHarbour,21.1,30.4,0.6,1.8,5.0,NNE,48.0,NNW,NNE,20.0,31.0,68.0,80.0,1012.0,1007.7,3.0,7.0,26.5,26.6,No,10.2,Yes
12958,2012-01-17,Moree,16.7,31.2,,,,NE,44.0,SE,SE,17.0,20.0,58.0,41.0,1017.4,1013.8,,5.0,22.0,30.2,,0.2,No
10086,2012-04-05,CoffsHarbour,15.4,25.6,0.0,3.2,9.5,S,28.0,SW,SE,17.0,17.0,66.0,56.0,1020.6,1018.4,2.0,2.0,23.2,24.6,No,0.0,No
22863,2015-05-25,NorfolkIsland,16.1,20.6,1.0,5.0,9.5,SW,46.0,SW,SSW,24.0,24.0,55.0,53.0,1024.7,1023.9,2.0,2.0,18.7,19.4,No,0.0,No
19484,2014-04-29,NorahHead,14.8,23.7,0.6,,,NNE,39.0,NNW,NE,9.0,28.0,79.0,78.0,1018.1,1013.7,,,18.9,21.8,No,4.4,Yes
22270,2013-10-09,NorfolkIsland,13.5,18.8,2.2,3.2,7.7,,,SSE,S,4.0,30.0,72.0,46.0,1013.3,1012.4,7.0,2.0,14.6,17.9,Yes,0.0,No
2425,2015-11-13,Albury,15.9,27.5,4.8,,,SW,35.0,SSE,SW,7.0,24.0,95.0,33.0,1012.8,1009.9,7.0,,19.0,26.4,Yes,0.0,No
3115,2009-04-15,BadgerysCreek,11.3,28.3,0.4,,,NW,46.0,N,WNW,2.0,26.0,92.0,30.0,1011.6,1007.0,,,18.1,28.1,No,0.0,No
18049,2010-01-14,NorahHead,20.0,22.5,18.0,,,NNE,52.0,SW,S,22.0,35.0,95.0,92.0,1016.6,1016.7,,,20.9,20.0,Yes,0.0,No
9908,2011-10-10,CoffsHarbour,12.0,22.1,0.0,3.8,10.4,NE,30.0,WSW,NE,7.0,20.0,64.0,42.0,1010.6,1007.6,6.0,3.0,18.5,20.6,No,0.0,No
24501,2011-08-30,Penrith,9.3,19.9,0.0,,,ESE,24.0,SSW,ESE,6.0,13.0,74.0,62.0,,,,,15.1,17.8,No,0.0,No
7238,2012-08-26,Cobar,2.2,17.4,0.0,3.2,,SW,30.0,NW,SW,9.0,19.0,49.0,33.0,1023.0,1021.0,6.0,7.0,12.2,16.0,No,0.0,No
13553,2013-11-10,Moree,16.9,32.5,0.0,14.4,9.5,SW,41.0,S,W,2.0,9.0,41.0,17.0,1011.1,1007.8,6.0,5.0,23.7,31.5,No,0.0,No
24915,2012-10-21,Penrith,12.9,28.6,0.0,,,NW,52.0,S,WSW,2.0,19.0,79.0,32.0,,,,,17.6,26.2,No,0.0,No
6849,2011-07-31,Cobar,9.1,23.0,0.6,4.2,,NNE,31.0,NNE,NNW,17.0,13.0,64.0,28.0,1021.0,1018.2,7.0,4.0,12.2,22.5,No,0.8,No
15264,2010-05-15,Newcastle,7.5,21.7,0.0,,,,,,SE,0.0,9.0,68.0,46.0,,,1.0,3.0,13.8,20.3,No,0.0,No
23273,2016-07-09,NorfolkIsland,15.5,19.5,2.4,,,WSW,61.0,SW,SW,26.0,26.0,83.0,66.0,1010.3,1008.8,6.0,2.0,17.6,18.3,Yes,3.0,Yes
12358,2010-04-24,Moree,16.0,31.1,0.0,4.0,10.1,NNW,31.0,N,N,22.0,22.0,60.0,27.0,1019.3,1013.9,4.0,4.0,23.7,29.6,No,0.0,No
19977,2015-09-23,NorahHead,8.6,14.7,14.2,,,S,87.0,SW,SSW,20.0,50.0,80.0,76.0,1024.7,1023.9,,,10.5,13.9,Yes,16.0,Yes
17753,2009-03-06,NorahHead,15.3,23.7,0.0,,,NNE,43.0,W,ENE,9.0,19.0,68.0,57.0,1013.2,1011.5,,,18.3,23.1,No,0.0,No
16098,2012-10-27,Newcastle,13.2,23.2,0.0,,,,,SW,SW,4.0,19.0,38.0,48.0,,,1.0,5.0,19.0,19.5,No,0.0,No
3880,2011-07-27,BadgerysCreek,3.6,17.0,0.0,,,SW,28.0,SW,ESE,17.0,2.0,71.0,56.0,1027.2,1026.8,,,10.0,15.2,No,0.2,No
17133,2015-11-26,Newcastle,20.0,40.5,0.0,,,,,NW,,9.0,,48.0,,,,4.0,,30.0,,No,0.0,No
12681,2011-03-13,Moree,18.4,33.2,0.0,15.2,11.6,E,35.0,E,E,19.0,19.0,56.0,27.0,1021.4,1017.2,1.0,3.0,24.1,32.8,No,0.0,No
17619,2017-04-16,Newcastle,13.6,26.2,0.2,,,,,N,,9.0,,99.0,,,,4.0,,16.0,,No,0.0,No
24067,2010-04-20,Penrith,15.3,27.3,0.0,,,ENE,20.0,,NE,0.0,9.0,99.0,44.0,,,,,19.3,26.6,No,0.0,No
8243,2015-07-28,Cobar,0.4,13.2,0.0,1.8,,SSE,28.0,S,SSE,9.0,11.0,67.0,46.0,1036.6,1033.3,0.0,2.0,6.9,12.7,No,0.0,No
19181,2013-06-12,NorahHead,13.1,16.5,0.0,,,NNE,41.0,WSW,WNW,6.0,31.0,89.0,92.0,1014.6,1010.1,,,14.6,16.2,No,7.2,Yes
4353,2012-11-17,BadgerysCreek,13.6,22.5,13.0,,,ESE,30.0,SW,E,2.0,17.0,75.0,51.0,1016.7,1014.0,,,16.3,21.8,Yes,0.0,No
9994,2012-01-04,CoffsHarbour,19.6,28.6,0.0,7.4,10.0,NE,56.0,NNW,NNE,24.0,39.0,56.0,57.0,1015.9,1011.6,1.0,1.0,24.9,26.5,No,0.6,No
16219,2013-05-01,Newcastle,15.5,28.5,0.2,,,,,NW,NW,9.0,19.0,90.0,42.0,,,4.0,4.0,18.8,27.5,No,0.0,No
8078,2015-02-13,Cobar,20.9,35.6,0.0,11.6,,ENE,37.0,ENE,ENE,17.0,13.0,56.0,25.0,1018.7,1015.7,1.0,3.0,25.0,33.4,No,0.0,No
10479,2013-07-04,CoffsHarbour,10.8,21.8,0.0,1.6,,N,41.0,NW,N,11.0,24.0,73.0,49.0,1021.6,1015.7,1.0,1.0,17.3,20.8,No,0.0,No
17057,2015-09-07,Newcastle,9.2,24.0,0.0,,,,,NW,,19.0,,82.0,,,,0.0,,15.2,,No,0.0,No
2581,2016-04-17,Albury,11.7,25.4,0.0,,,NE,30.0,,SE,0.0,15.0,68.0,39.0,1021.7,1017.9,,,17.1,25.1,No,3.8,Yes
11287,2015-11-10,CoffsHarbour,12.2,24.3,0.0,,,E,26.0,SE,E,9.0,17.0,67.0,61.0,1016.5,1014.3,,,20.6,23.6,No,0.0,No
5286,2015-08-19,BadgerysCreek,5.3,18.1,0.0,,,N,26.0,WSW,E,6.0,9.0,75.0,49.0,,,,,10.6,17.0,No,0.0,No
3500,2010-06-04,BadgerysCreek,13.4,16.9,36.0,,,S,41.0,SW,SE,19.0,9.0,89.0,94.0,1019.8,1017.3,,,15.1,15.1,Yes,5.2,Yes
23608,2008-12-28,Penrith,17.2,34.9,1.8,,,NE,35.0,E,NNE,7.0,13.0,79.0,34.0,,,,,23.1,33.2,Yes,0.0,No
10814,2014-06-15,CoffsHarbour,5.6,20.4,0.0,,,,,,,,,61.0,44.0,,,,,14.9,20.2,No,0.2,No
17493,2016-11-29,Newcastle,19.4,26.2,0.0,,,,,,,0.0,,70.0,,,,6.0,,23.8,,No,0.2,No
2030,2014-10-14,Albury,7.3,18.1,3.2,,,ESE,41.0,WSW,S,11.0,17.0,87.0,61.0,1013.5,1015.7,7.0,8.0,9.6,13.9,Yes,0.2,No
2503,2016-01-30,Albury,10.0,28.1,0.0,,,W,52.0,SSE,SSW,11.0,9.0,70.0,26.0,1005.2,1000.8,,,16.0,27.1,No,7.0,Yes
22880,2015-06-11,NorfolkIsland,15.2,20.2,0.0,1.8,4.0,ESE,33.0,SE,ESE,15.0,17.0,73.0,63.0,1026.2,1023.8,7.0,7.0,18.0,18.9,No,0.4,No
1879,2014-05-11,Albury,8.1,18.0,11.4,,,WNW,26.0,W,WNW,7.0,17.0,100.0,71.0,1025.0,1024.7,6.0,,11.3,17.4,Yes,0.0,No
2346,2015-08-26,Albury,5.8,15.0,15.2,,,S,19.0,SSE,SSW,7.0,9.0,65.0,60.0,1025.5,1022.2,8.0,8.0,11.7,14.8,Yes,10.6,Yes
16640,2014-07-10,Newcastle,6.8,15.5,0.0,,,,,N,NW,9.0,28.0,61.0,48.0,,,1.0,2.0,11.0,14.5,No,0.0,No
10433,2013-05-19,CoffsHarbour,6.6,19.0,0.0,3.6,,WSW,31.0,SW,ENE,19.0,11.0,45.0,35.0,1017.4,1014.8,0.0,,15.9,18.4,No,0.0,No
17204,2016-02-05,Newcastle,18.5,24.8,4.6,,,,,SE,,37.0,,74.0,,,,6.0,,21.5,,Yes,12.5,Yes
941,2011-08-08,Albury,7.1,12.3,8.2,,,WSW,24.0,S,W,6.0,13.0,95.0,76.0,1011.9,1009.5,7.0,,7.6,9.7,Yes,1.2,Yes
11039,2015-03-06,CoffsHarbour,19.2,29.5,0.0,,,N,48.0,W,N,11.0,26.0,62.0,54.0,1010.8,1004.9,,,22.2,28.0,No,0.0,No
17918,2009-08-19,NorahHead,9.7,19.6,0.0,,,NNE,44.0,NW,NE,6.0,26.0,68.0,63.0,1027.6,1023.1,,,15.4,16.8,No,0.0,No
13718,2014-05-13,Moree,9.1,25.4,0.0,4.8,10.5,SSE,30.0,NE,SSE,7.0,20.0,55.0,20.0,1028.6,1023.7,0.0,1.0,17.3,24.7,No,0.0,No
16461,2014-01-05,Newcastle,20.8,30.8,0.0,,,,,SE,NE,9.0,15.0,79.0,53.0,,,7.0,3.0,23.8,30.5,No,0.0,No
24989,2013-03-03,Penrith,16.7,23.9,3.4,,,SE,35.0,SSW,ESE,11.0,17.0,96.0,66.0,,,,,19.4,22.9,Yes,4.8,Yes
19389,2014-01-24,NorahHead,20.7,24.6,0.2,,,N,48.0,N,N,22.0,35.0,84.0,81.0,1014.2,1008.2,,,22.0,23.1,No,5.4,Yes
22487,2014-05-14,NorfolkIsland,13.8,20.2,14.8,2.4,4.8,SSE,37.0,S,SE,11.0,13.0,66.0,75.0,1023.1,1021.5,3.0,7.0,18.3,18.1,Yes,2.0,Yes
2208,2015-04-10,Albury,7.6,24.2,0.0,,,S,24.0,SSE,SW,9.0,9.0,59.0,34.0,1025.8,1022.1,,,15.2,22.8,No,0.0,No
8306,2015-09-29,Cobar,12.3,28.9,0.0,7.8,,NNE,35.0,NNE,W,19.0,15.0,23.0,11.0,1019.6,1015.8,0.0,3.0,21.4,26.3,No,0.0,No
13986,2015-04-11,Moree,14.7,27.8,0.0,,,ESE,30.0,E,SSE,20.0,13.0,50.0,31.0,1020.3,1016.6,,8.0,21.2,27.1,No,0.0,No
3047,2009-02-06,BadgerysCreek,20.4,40.1,0.0,,,ENE,46.0,S,ESE,9.0,26.0,65.0,36.0,1011.2,1006.8,,,26.6,37.1,No,0.8,No
20247,2016-06-20,NorahHead,15.4,19.5,37.2,,,NW,48.0,NW,NW,7.0,20.0,85.0,64.0,999.6,995.8,,,16.0,16.3,Yes,0.6,No
2952,2017-04-28,Albury,3.5,17.3,0.0,,,WNW,24.0,,WNW,0.0,15.0,79.0,58.0,1025.3,1022.6,,2.0,8.3,16.7,No,0.0,No
12356,2010-04-22,Moree,16.8,29.8,0.0,6.6,9.5,ENE,30.0,ENE,ESE,13.0,11.0,50.0,28.0,1023.0,1018.6,2.0,2.0,23.2,29.1,No,0.0,No
4065,2012-02-01,BadgerysCreek,15.8,19.0,4.0,,,S,39.0,SSW,ESE,15.0,7.0,97.0,100.0,1015.5,1014.2,,,15.9,18.1,Yes,8.8,Yes
24109,2010-06-05,Penrith,13.3,20.3,8.4,,,WSW,33.0,SSW,SW,19.0,13.0,62.0,44.0,,,,,16.4,19.9,Yes,0.0,No
16309,2013-08-06,Newcastle,8.4,22.8,0.2,,,,,NE,NW,19.0,19.0,50.0,33.0,,,0.0,6.0,15.5,21.9,No,0.0,No
3641,2010-10-30,BadgerysCreek,11.4,29.5,0.2,,,ENE,39.0,N,ENE,6.0,19.0,81.0,53.0,1015.9,1011.3,,,17.6,28.5,No,0.0,No
3082,2009-03-13,BadgerysCreek,16.4,27.2,0.0,,,WNW,24.0,SW,WSW,7.0,11.0,91.0,66.0,1018.9,1016.0,,,19.6,25.2,No,0.0,No
8845,2017-04-05,Cobar,13.4,26.0,0.0,,,E,37.0,E,E,24.0,20.0,52.0,29.0,1023.5,1018.4,,1.0,18.7,25.1,No,2.6,Yes
4569,2013-08-20,BadgerysCreek,5.3,14.8,0.0,,,WSW,50.0,WSW,W,26.0,28.0,47.0,32.0,1014.0,1012.7,,,10.7,13.9,No,0.0,No
22279,2013-10-18,NorfolkIsland,15.5,20.7,0.0,6.0,8.8,ENE,41.0,ENE,NE,19.0,24.0,63.0,53.0,1026.7,1025.0,7.0,1.0,18.5,19.6,No,0.0,No
2368,2015-09-17,Albury,3.7,17.9,0.0,,,WSW,35.0,SSE,WSW,4.0,24.0,77.0,45.0,1021.2,1020.5,,,10.9,17.5,No,0.0,No
14341,2016-05-29,Moree,7.9,16.6,0.0,,,SSW,31.0,SSW,SSW,20.0,17.0,59.0,46.0,1020.6,1019.5,,,12.8,16.2,No,0.0,No
4153,2012-04-29,BadgerysCreek,9.3,18.3,0.0,,,S,37.0,SSW,SE,19.0,15.0,65.0,62.0,1021.6,1022.4,,,16.2,16.6,No,0.0,No
11472,2016-05-14,CoffsHarbour,10.3,25.0,0.0,,,NE,30.0,SW,NE,9.0,20.0,62.0,57.0,1024.3,1021.1,,,19.7,23.9,No,0.0,No
15274,2010-05-25,Newcastle,12.4,18.0,10.6,,,,,,,0.0,0.0,99.0,87.0,,,8.0,6.0,14.6,17.7,Yes,2.0,Yes
6911,2011-10-04,Cobar,9.0,23.3,0.0,4.6,,NE,33.0,NE,ESE,22.0,13.0,48.0,24.0,1022.1,1018.7,1.0,1.0,14.8,21.8,No,0.0,No
6959,2011-11-21,Cobar,13.8,21.6,2.6,2.0,,E,28.0,ESE,SW,13.0,11.0,77.0,63.0,1015.2,1015.0,7.0,8.0,16.6,18.2,Yes,9.4,Yes
21591,2011-10-02,NorfolkIsland,17.3,20.2,0.8,2.4,0.5,N,65.0,NNE,N,28.0,35.0,88.0,90.0,1012.0,1008.1,6.0,7.0,19.0,19.5,No,4.2,Yes
16990,2015-07-02,Newcastle,5.6,15.5,0.0,,,,,NW,NW,9.0,9.0,78.0,52.0,,,5.0,1.0,7.0,14.5,No,0.0,No
2577,2016-04-13,Albury,8.9,27.2,0.0,,,N,24.0,,ENE,0.0,9.0,61.0,34.0,1027.0,1023.6,,3.0,16.2,26.8,No,0.0,No
5522,2016-04-17,BadgerysCreek,16.2,23.8,0.2,,,SE,24.0,SSW,ESE,11.0,11.0,80.0,73.0,1022.5,1020.3,,,19.2,20.4,No,0.0,No
22118,2013-05-10,NorfolkIsland,15.8,21.1,0.0,3.0,6.3,SSE,39.0,SSW,SW,13.0,19.0,66.0,54.0,1021.9,1019.5,6.0,7.0,18.8,20.3,No,6.0,Yes
21852,2012-06-19,NorfolkIsland,16.6,19.2,0.4,4.2,9.0,WSW,54.0,WSW,SW,30.0,22.0,60.0,55.0,1015.1,1014.4,1.0,1.0,17.7,18.7,No,0.0,No
9331,2010-02-10,CoffsHarbour,18.7,27.4,2.8,4.4,11.5,S,26.0,SW,SE,11.0,15.0,71.0,59.0,1020.2,1018.5,2.0,1.0,24.4,26.6,Yes,0.0,No
6477,2010-06-24,Cobar,9.2,20.6,0.0,2.0,9.4,NNE,33.0,NE,NE,17.0,15.0,73.0,47.0,1028.0,1023.5,1.0,3.0,12.3,19.8,No,0.0,No
2730,2016-09-13,Albury,6.9,19.7,0.0,,,NE,31.0,SE,NNE,9.0,19.0,79.0,55.0,1020.6,1016.1,8.0,1.0,12.6,19.0,No,8.6,Yes
11945,2009-03-07,Moree,10.7,30.9,0.0,6.8,11.8,ENE,28.0,ENE,N,17.0,9.0,54.0,19.0,1013.5,1010.6,1.0,1.0,17.9,29.7,No,0.0,No
17002,2015-07-14,Newcastle,7.8,16.7,2.6,,,,,NW,NW,28.0,19.0,73.0,51.0,,,1.0,0.0,11.2,15.4,Yes,0.0,No
13550,2013-11-07,Moree,15.7,32.3,0.0,12.0,12.6,NE,43.0,NNE,NNE,28.0,22.0,48.0,17.0,1018.4,1013.6,0.0,1.0,21.8,30.5,No,0.0,No
13605,2014-01-07,Moree,13.0,36.3,0.0,18.8,13.4,ENE,54.0,ENE,NNW,15.0,13.0,34.0,15.0,1012.1,1008.7,5.0,1.0,25.1,34.3,No,0.0,No
24570,2011-11-09,Penrith,17.9,35.5,3.8,,,N,30.0,,NW,0.0,6.0,98.0,37.0,,,,,21.6,34.1,Yes,0.2,No
18984,2012-09-29,NorahHead,18.0,25.2,0.6,,,N,57.0,NW,W,7.0,17.0,65.0,27.0,1006.1,1006.4,,,21.8,23.7,No,0.0,No
12158,2009-10-06,Moree,7.3,26.4,0.0,8.0,11.9,SW,35.0,E,WSW,7.0,19.0,39.0,12.0,1019.5,1015.1,0.0,1.0,19.0,25.7,No,0.0,No
20919,2009-10-29,NorfolkIsland,14.8,20.9,0.2,6.8,7.0,S,41.0,S,S,22.0,24.0,71.0,69.0,1020.5,1018.8,7.0,3.0,17.0,18.4,No,0.2,No
19357,2013-12-11,NorahHead,19.8,25.0,0.0,,,SSE,37.0,SSW,E,6.0,17.0,80.0,69.0,1009.8,1005.3,,,22.2,24.0,No,0.0,No
20380,2016-10-31,NorahHead,17.9,19.6,2.6,,,S,56.0,S,SSE,37.0,33.0,53.0,44.0,1010.2,1010.9,,,18.1,19.2,Yes,0.0,No
1613,2013-08-17,Albury,6.4,14.4,3.8,,,N,44.0,WSW,NW,9.0,15.0,78.0,58.0,1010.9,1011.5,8.0,8.0,10.4,14.0,Yes,0.6,No
7003,2012-01-04,Cobar,23.9,37.9,0.0,15.6,,W,37.0,NW,SSW,13.0,15.0,26.0,15.0,1014.0,1011.1,7.0,7.0,29.9,35.8,No,0.0,No
17283,2016-05-02,Newcastle,13.4,24.8,2.6,,,,,,,0.0,,84.0,,,,0.0,,18.6,,Yes,0.4,No
954,2011-08-21,Albury,2.1,18.0,0.0,,,SW,20.0,ESE,SW,6.0,11.0,79.0,46.0,1037.3,1034.6,,,8.9,17.4,No,0.0,No
24996,2013-03-10,Penrith,16.7,30.5,0.0,,,NE,24.0,ESE,N,4.0,6.0,84.0,44.0,,,,,21.3,29.0,No,0.0,No
20529,2017-03-29,NorahHead,21.7,27.4,0.0,,,NE,41.0,N,NE,6.0,31.0,99.0,85.0,1012.2,1007.5,,,23.2,26.2,No,0.0,No
15011,2009-09-04,Newcastle,13.6,23.8,8.0,,,,,N,N,4.0,11.0,93.0,52.0,,,8.0,6.0,14.6,22.5,Yes,6.0,Yes
8188,2015-06-03,Cobar,0.8,11.9,0.0,1.4,,SSW,20.0,SSE,SW,9.0,9.0,80.0,54.0,1024.1,1022.1,7.0,2.0,5.2,11.6,No,0.0,No
6796,2011-06-08,Cobar,2.7,11.4,0.0,2.8,,SW,33.0,SSW,SW,11.0,15.0,88.0,36.0,1023.4,1021.5,2.0,2.0,5.2,11.1,No,0.0,No
22096,2013-04-18,NorfolkIsland,17.1,23.4,0.0,1.8,7.4,W,22.0,,WNW,0.0,11.0,85.0,57.0,1015.3,1012.6,7.0,5.0,20.9,23.2,No,0.0,No
22947,2015-08-17,NorfolkIsland,12.5,17.2,0.0,3.8,6.9,S,37.0,S,NE,13.0,9.0,57.0,66.0,1019.5,1018.4,1.0,4.0,15.4,15.1,No,0.2,No
11487,2016-05-29,CoffsHarbour,2.7,19.6,0.0,,,SE,24.0,WNW,ESE,6.0,13.0,50.0,39.0,1017.8,1016.6,,,15.2,19.0,No,0.0,No
18577,2011-08-17,NorahHead,11.7,17.0,0.0,,,NNE,72.0,NNE,N,30.0,22.0,86.0,94.0,1018.0,1014.3,,,16.2,14.8,No,8.6,Yes
22852,2015-05-14,NorfolkIsland,17.8,23.1,10.8,3.8,7.2,W,87.0,N,NW,22.0,24.0,84.0,72.0,1014.2,1010.5,7.0,3.0,19.2,22.7,Yes,6.4,Yes
3845,2011-06-22,BadgerysCreek,2.9,15.8,0.0,,,W,52.0,SE,WSW,4.0,19.0,64.0,42.0,1011.0,1011.0,,,10.4,14.6,No,0.0,No
9439,2010-05-29,CoffsHarbour,13.4,23.2,1.8,0.6,2.8,NNW,35.0,NNW,NNW,13.0,17.0,90.0,63.0,1012.2,1005.0,7.0,7.0,16.7,20.9,Yes,2.4,Yes
8157,2015-05-03,Cobar,11.6,24.8,0.0,4.0,,S,37.0,S,SSW,11.0,17.0,55.0,31.0,1017.8,1015.1,1.0,0.0,17.7,24.1,No,0.0,No
10388,2013-04-03,CoffsHarbour,16.0,25.6,0.0,3.6,9.0,S,70.0,SW,S,9.0,22.0,80.0,55.0,1018.3,1017.4,2.0,6.0,21.0,25.3,No,15.8,Yes
12824,2011-09-02,Moree,8.1,23.6,0.0,3.4,10.8,ESE,33.0,ENE,SE,19.0,6.0,64.0,38.0,1025.0,1022.1,1.0,6.0,16.6,23.1,No,0.0,No
8141,2015-04-17,Cobar,19.7,32.6,0.6,,,ESE,43.0,E,NNE,20.0,28.0,51.0,17.0,1021.5,1015.0,8.0,,20.9,31.8,No,0.0,No
14114,2015-09-21,Moree,10.4,25.9,0.0,25.2,,NNE,35.0,NNE,N,28.0,9.0,57.0,27.0,1021.2,1016.8,1.0,6.0,18.5,24.7,No,0.0,No
17292,2016-05-11,Newcastle,12.8,20.8,0.0,,,,,NW,,37.0,,66.0,,,,1.0,,15.2,,No,0.0,No
23418,2016-12-08,NorfolkIsland,19.4,24.5,0.0,5.6,,W,41.0,W,WNW,24.0,22.0,78.0,82.0,1012.8,1010.7,8.0,8.0,22.2,22.3,No,4.6,Yes
13015,2012-03-17,Moree,20.0,25.0,0.0,7.6,0.2,NE,35.0,SE,SE,7.0,7.0,70.0,65.0,1013.8,1012.0,8.0,7.0,22.1,24.8,No,0.4,No
23761,2009-05-31,Penrith,11.7,18.0,9.2,,,NE,26.0,SSW,SSW,15.0,7.0,95.0,78.0,,,,,13.6,15.6,Yes,0.4,No
7306,2012-11-02,Cobar,10.9,26.1,0.0,11.0,,S,39.0,S,S,17.0,17.0,40.0,15.0,1016.7,1013.2,0.0,1.0,14.0,24.8,No,0.0,No
21847,2012-06-14,NorfolkIsland,16.7,17.5,29.2,6.0,0.0,E,72.0,SE,SE,33.0,39.0,95.0,97.0,998.8,998.9,7.0,8.0,17.5,16.8,Yes,27.4,Yes
16172,2013-03-10,Newcastle,17.8,24.0,0.0,,,,,,S,0.0,9.0,77.0,57.0,,,3.0,2.0,21.4,27.4,No,0.0,No
19097,2013-03-20,NorahHead,16.9,27.0,0.0,,,N,46.0,SSW,N,6.0,19.0,78.0,60.0,1025.2,1022.5,,,20.2,24.3,No,0.0,No
18623,2011-10-02,NorahHead,11.2,16.0,12.0,,,SSE,89.0,SE,S,52.0,59.0,88.0,67.0,1011.3,1014.6,,,13.9,15.7,Yes,18.0,Yes
17189,2016-01-21,Newcastle,22.0,37.2,0.0,,,,,NE,,9.0,,62.0,,,,7.0,,26.9,,No,8.8,Yes
2499,2016-01-26,Albury,18.7,34.2,0.0,,,SE,31.0,SE,SSE,19.0,11.0,48.0,33.0,1015.7,1012.3,,1.0,23.3,32.0,No,19.4,Yes
5554,2016-05-19,BadgerysCreek,4.9,23.1,0.0,,,WSW,35.0,N,WSW,4.0,22.0,67.0,33.0,1017.9,1013.8,,,13.3,21.9,No,0.0,No
14642,2017-03-26,Moree,22.5,32.1,0.0,,,E,33.0,NNE,NE,19.0,13.0,72.0,47.0,1015.1,1012.1,2.0,2.0,24.8,30.6,No,0.0,No
13363,2013-05-04,Moree,8.5,27.3,0.0,8.8,10.4,WSW,56.0,NNE,WSW,11.0,26.0,58.0,10.0,1022.8,1018.2,2.0,2.0,18.6,26.8,No,0.0,No
17912,2009-08-13,NorahHead,10.5,19.6,0.0,,,WNW,28.0,WNW,E,13.0,15.0,56.0,58.0,1014.1,1011.7,,,15.4,17.4,No,0.0,No
11399,2016-03-02,CoffsHarbour,20.0,28.1,0.4,,,NE,33.0,WSW,NE,15.0,20.0,82.0,71.0,1021.4,1019.7,8.0,8.0,22.6,27.4,No,1.0,No
4226,2012-07-11,BadgerysCreek,6.7,19.6,8.0,,,WNW,31.0,NNE,NW,9.0,15.0,83.0,45.0,1019.8,1017.4,,,13.5,19.3,Yes,0.2,No
259,2009-08-18,Albury,0.6,15.6,0.0,,,WNW,15.0,,S,0.0,6.0,85.0,58.0,1029.8,1027.2,,2.0,6.0,14.4,No,0.0,No
11097,2015-05-03,CoffsHarbour,16.4,23.9,39.8,,,E,30.0,WNW,SSW,13.0,22.0,82.0,71.0,1012.2,1010.8,8.0,,20.2,23.4,Yes,0.2,No
19182,2013-06-13,NorahHead,12.8,19.3,7.2,,,WSW,39.0,W,WSW,15.0,13.0,79.0,60.0,1007.6,1005.0,,,16.4,18.0,Yes,0.0,No
13276,2013-01-09,Moree,23.9,40.5,0.0,14.0,11.5,WSW,54.0,N,SW,33.0,28.0,37.0,15.0,999.7,996.4,5.0,2.0,29.0,38.8,No,0.0,No
22686,2014-11-29,NorfolkIsland,17.2,21.5,1.0,6.2,10.0,SE,37.0,SE,SE,24.0,20.0,53.0,50.0,1017.5,1016.3,3.0,7.0,19.5,20.0,No,0.0,No
15743,2011-10-22,Newcastle,16.0,26.5,0.0,,,,,SE,SE,2.0,2.0,71.0,58.0,,,1.0,3.0,21.5,25.6,No,0.0,No
24940,2012-11-15,Penrith,15.6,29.4,2.0,,,ENE,20.0,NNE,S,4.0,4.0,96.0,47.0,,,,,18.6,26.8,Yes,1.6,Yes
17171,2016-01-03,Newcastle,18.4,24.2,1.0,,,,,ESE,,19.0,,73.0,,,,8.0,,23.4,,No,52.0,Yes
18527,2011-06-27,NorahHead,10.8,18.1,0.0,,,S,39.0,SW,SSW,7.0,22.0,62.0,66.0,1027.7,1027.1,,,13.0,17.0,No,0.0,No
23132,2016-02-18,NorfolkIsland,22.4,25.8,7.0,3.8,0.3,SE,22.0,SE,SE,13.0,9.0,92.0,89.0,1008.4,1007.9,8.0,7.0,23.5,24.3,Yes,4.2,Yes
5996,2009-02-27,Cobar,19.9,33.5,0.0,9.2,12.3,NE,39.0,ENE,N,26.0,7.0,55.0,22.0,1014.5,1011.7,1.0,1.0,22.5,32.3,No,0.0,No
2980,2017-05-26,Albury,8.7,15.6,0.0,,,NE,15.0,NE,ESE,7.0,9.0,93.0,73.0,1024.0,1021.3,,8.0,11.7,15.3,No,0.0,No
20312,2016-08-24,NorahHead,12.8,15.3,9.6,,,ESE,43.0,SE,S,31.0,24.0,100.0,100.0,1012.1,1006.5,,,14.7,14.3,Yes,13.8,Yes
6118,2009-06-29,Cobar,7.2,19.8,0.0,1.4,7.1,N,31.0,N,NW,13.0,17.0,84.0,51.0,1014.1,1012.1,5.0,,9.8,19.0,No,0.0,No
22046,2013-01-30,NorfolkIsland,19.0,25.1,0.6,7.2,7.5,ESE,56.0,E,E,28.0,33.0,71.0,58.0,1013.6,1013.2,7.0,5.0,23.2,24.6,No,0.0,No
