CreditScore,Age,Balance,Geography,Gender,Exited
537,53,0.0,France,Female,0
599,46,81742.84,Spain,Female,0
727,71,0.0,Spain,Male,1
756,30,145127.85,Spain,Male,0
755,38,148912.44,France,Male,0
634,41,0.0,Spain,Female,0
837,26,89900.24,France,Male,0
727,30,119027.28,Germany,Female,0
567,40,105222.86,Germany,Female,0
650,30,0.0,Spain,Female,1
655,34,116114.93,Spain,Male,0
763,58,187911.55,France,Female,0
843,27,0.0,France,Female,0
667,38,144432.04,France,Female,1
705,50,77065.9,France,Female,0
660,29,180520.29,Germany,Female,0
553,42,0.0,France,Male,0
612,47,130024.87,Germany,Female,1
641,40,110086.69,Germany,Female,0
513,31,174853.46,Spain,Female,0
680,44,108724.98,France,Male,0
711,58,91285.13,France,Male,0
689,40,0.0,Spain,Male,0
665,51,110610.41,Germany,Female,1
551,54,102994.04,Germany,Male,1
645,36,59893.85,Spain,Male,0
616,29,149318.55,Germany,Male,0
582,32,116409.55,France,Female,0
365,30,127760.07,Germany,Male,1
697,38,132591.36,Germany,Female,1
704,31,0.0,France,Male,0
656,46,113402.14,France,Female,0
712,31,0.0,France,Female,0
748,40,0.0,France,Male,0
724,28,0.0,France,Male,0
691,50,136953.47,France,Male,0
563,33,0.0,France,Male,0
741,32,0.0,France,Male,0
778,44,123863.64,France,Male,0
848,22,120811.89,Spain,Male,0
634,38,148430.55,Germany,Male,0
505,40,47869.69,Germany,Male,0
692,53,150926.99,Germany,Male,0
537,47,103163.35,Germany,Female,1
633,29,130206.28,France,Male,0
833,28,136674.51,France,Female,0
592,40,200322.45,Spain,Female,0
587,48,0.0,Spain,Male,0
550,62,80927.56,Spain,Male,0
680,24,0.0,France,Female,1
622,41,0.0,Spain,Female,0
594,28,142574.71,Germany,Male,0
643,34,160426.07,Germany,Female,0
540,25,116160.23,France,Male,0
635,34,98683.47,Spain,Female,0
657,32,118829.03,France,Male,0
814,31,118870.92,France,Male,0
600,32,0.0,France,Male,0
682,46,0.0,France,Female,0
682,38,107192.38,France,Male,0
566,42,108010.78,France,Male,0
550,34,0.0,Spain,Male,0
630,26,129837.72,France,Male,0
546,58,106458.31,Germany,Female,1
486,63,97009.15,France,Male,0
762,35,122929.42,Spain,Male,0
692,45,152296.83,Germany,Male,1
498,30,0.0,France,Female,0
850,49,0.0,Spain,Male,1
603,35,128993.76,France,Male,0
551,36,0.0,France,Female,0
627,27,185267.45,Germany,Male,0
515,28,0.0,France,Female,0
605,29,116805.82,Spain,Female,0
567,29,129750.68,Germany,Male,0
568,29,129177.01,Germany,Female,0
571,25,82506.72,Germany,Male,0
634,48,107247.69,Germany,Male,1
768,42,0.0,Spain,Female,1
554,36,157780.93,Germany,Female,0
629,35,172170.36,France,Male,0
638,48,0.0,Spain,Male,0
576,41,0.0,France,Male,0
661,42,75361.44,Spain,Female,1
592,27,0.0,France,Female,0
702,30,0.0,Spain,Male,0
647,29,98263.46,France,Female,0
593,43,0.0,France,Male,0
712,40,109308.79,Germany,Female,1
625,31,0.0,Spain,Female,0
538,28,164365.44,Germany,Female,0
637,22,98800.0,Spain,Female,0
632,27,193125.85,France,Male,0
736,27,51522.75,France,Male,0
755,23,84284.48,France,Male,0
425,39,0.0,Spain,Female,0
461,51,119889.84,France,Male,1
745,21,137910.45,France,Male,0
616,37,0.0,France,Female,0
587,33,100116.82,France,Male,0
850,40,166082.15,Germany,Male,0
601,38,0.0,France,Female,0
730,26,0.0,Spain,Male,0
532,44,148595.55,France,Male,1
850,53,94078.97,Germany,Male,0
779,34,0.0,Spain,Female,0
562,29,0.0,France,Male,0
670,40,164948.98,Germany,Male,1
729,62,140549.4,France,Female,1
767,44,152509.25,France,Female,0
742,28,191864.51,France,Female,1
669,44,96418.09,France,Female,1
542,32,131945.94,Spain,Male,0
586,29,0.0,France,Male,0
612,30,142910.15,Germany,Male,1
740,37,0.0,France,Female,0
584,35,146311.58,France,Male,0
524,52,87894.26,France,Male,1
614,19,97445.49,France,Female,0
598,64,0.0,France,Female,1
799,35,0.0,Spain,Male,0
724,34,154485.74,France,Male,0
601,50,115625.07,France,Male,0
804,25,108396.67,France,Male,0
745,38,65095.41,Germany,Male,0
667,43,103018.45,Germany,Male,1
518,38,84764.79,France,Female,0
819,38,0.0,France,Female,0
520,35,115680.81,Spain,Female,0
625,39,0.0,France,Female,0
673,36,73088.06,Germany,Male,0
656,27,150905.03,Germany,Female,0
850,23,143054.85,Spain,Female,0
574,28,0.0,Spain,Female,0
679,60,0.0,France,Male,0
530,42,99948.45,Germany,Female,0
508,44,115451.05,France,Male,0
558,32,108235.91,Germany,Male,0
414,38,0.0,France,Male,1
648,42,98795.61,Spain,Male,0
721,37,0.0,France,Female,0
751,31,0.0,France,Male,0
662,34,0.0,France,Male,0
628,29,113146.98,Germany,Male,0
597,39,162532.14,Germany,Female,1
698,40,92053.44,Spain,Female,0
723,48,0.0,France,Male,0
586,28,0.0,France,Female,1
633,29,104944.1,Germany,Female,0
564,31,0.0,France,Male,0
649,31,0.0,France,Female,0
622,30,107879.04,France,Female,0
459,46,110356.42,Germany,Male,1
718,27,0.0,France,Male,0
655,34,109783.69,Spain,Female,0
696,22,149777.0,France,Male,0
637,38,104339.56,France,Female,0
630,21,85818.18,Spain,Female,0
592,37,212692.97,France,Male,0
634,37,89696.84,Germany,Male,0
608,28,0.0,France,Female,0
565,32,68067.24,Germany,Female,0
763,67,148564.66,Spain,Male,0
665,55,136354.16,France,Female,0
649,38,122214.0,France,Male,0
695,45,0.0,France,Male,0
775,70,119684.88,Germany,Male,0
788,39,135139.33,France,Female,0
569,42,146100.75,Germany,Female,1
726,56,123110.9,Spain,Female,1
564,44,111760.4,Germany,Female,1
544,32,110728.39,France,Female,0
614,41,121558.46,France,Female,0
453,38,120623.21,Germany,Female,0
471,58,114713.57,France,Female,0
829,37,103457.76,Germany,Female,0
754,57,101134.87,Germany,Male,0
749,46,78136.36,Germany,Male,0
667,23,0.0,France,Male,0
670,30,133446.34,Spain,Male,0
670,33,0.0,France,Female,0
623,48,108076.33,Germany,Female,1
571,32,131354.25,France,Male,0
641,37,62974.64,Germany,Female,0
551,30,143340.44,Germany,Female,0
741,36,116993.43,Germany,Male,0
472,31,58662.92,France,Male,0
650,41,128808.65,Spain,Male,1
625,45,137555.44,France,Male,0
650,34,142393.11,Germany,Male,0
535,38,0.0,France,Female,0
649,41,125785.23,France,Female,0
689,22,136444.25,France,Male,1
694,38,121527.4,Spain,Male,0
655,52,144696.75,Germany,Male,0
620,36,0.0,France,Male,0
577,35,0.0,France,Female,0
401,48,128140.17,Germany,Male,1
599,25,120383.41,France,Male,0
481,57,0.0,France,Female,1
704,42,129735.3,France,Male,0
698,31,185078.26,Spain,Female,1
480,28,0.0,France,Female,0
682,42,0.0,France,Male,0
700,31,0.0,Spain,Male,0
492,29,144591.96,France,Male,0
444,45,0.0,France,Female,1
624,36,0.0,France,Male,0
709,37,0.0,France,Male,0
557,68,100194.44,Germany,Male,0
646,50,145295.31,Germany,Male,0
719,28,106070.29,Germany,Male,0
706,47,120621.89,Germany,Female,0
660,38,0.0,France,Male,0
667,36,0.0,France,Male,0
705,30,0.0,France,Male,0
598,27,171283.91,Germany,Female,0
669,26,0.0,France,Male,0
580,38,128218.47,Germany,Female,1
676,32,0.0,France,Female,0
714,28,77776.39,Germany,Male,0
597,72,124978.19,Germany,Female,0
559,29,0.0,France,Male,0
564,28,0.0,France,Female,0
850,51,109799.55,Spain,Male,1
689,39,0.0,France,Male,0
758,61,125397.21,Germany,Female,1
604,71,0.0,Spain,Female,0
733,38,111347.37,Germany,Male,0
778,40,104291.41,Spain,Male,0
732,61,94867.18,Germany,Female,1
646,24,0.0,France,Male,0
597,33,135703.59,France,Female,0
821,37,106453.53,Germany,Female,0
640,43,132412.38,France,Male,1
511,40,124401.6,Germany,Female,1
805,46,118022.06,France,Male,1
540,39,82531.11,Germany,Male,0
705,44,184552.12,Spain,Male,1
540,39,127278.31,Germany,Male,0
532,66,0.0,Spain,Female,0
535,45,0.0,France,Female,0
627,23,184244.86,Germany,Male,0
646,52,59669.43,France,Male,1
515,25,79543.59,France,Female,0
697,39,151553.19,France,Female,0
652,27,166527.88,Germany,Male,0
579,28,150329.15,Germany,Male,0
760,43,121911.59,France,Male,0
769,51,156773.78,France,Male,0
498,29,127864.26,Spain,Male,0
774,53,113709.28,France,Male,1
705,43,79974.55,Germany,Female,0
648,44,0.0,France,Female,0
688,51,0.0,France,Female,1
592,38,0.0,Spain,Male,1
705,33,144427.96,France,Male,0
654,42,99263.09,France,Male,0
624,32,79368.87,France,Female,0
594,30,0.0,France,Female,0
695,34,0.0,Spain,Female,0
597,28,0.0,France,Male,0
758,52,125095.94,France,Female,1
737,40,162485.8,Germany,Female,0
694,37,95668.82,Germany,Male,0
683,25,0.0,France,Male,0
538,30,0.0,Spain,Female,0
669,37,0.0,France,Male,0
730,34,74197.38,France,Female,0
622,31,89688.94,France,Female,0
714,33,103121.33,Spain,Female,0
569,34,0.0,Spain,Female,0
668,59,120170.07,Germany,Female,0
628,32,149136.31,France,Male,0
600,40,141136.79,France,Male,0
693,43,152341.55,France,Female,0
704,36,120026.98,France,Male,0
527,33,132168.28,Spain,Male,0
553,43,85200.82,Germany,Male,0
575,53,84903.33,Spain,Male,0
626,32,0.0,France,Female,0
582,20,0.0,France,Male,0
683,40,0.0,Spain,Male,0
850,30,121535.18,France,Male,0
653,35,116662.96,Spain,Male,0
679,60,0.0,France,Male,0
549,49,124829.16,Germany,Female,0
850,36,155180.56,Spain,Female,0
558,32,108262.87,Germany,Female,0
528,40,0.0,Spain,Male,0
801,38,0.0,France,Male,0
513,48,0.0,Spain,Male,1
666,38,99812.88,Germany,Male,0
606,35,132164.26,France,Male,0
599,45,103583.05,Germany,Male,1
544,39,142406.43,Germany,Male,0
529,38,99842.5,Spain,Male,1
850,41,0.0,France,Female,0
497,41,0.0,France,Male,0
764,39,81042.42,France,Female,0
603,48,0.0,France,Female,1
609,40,0.0,France,Male,0
487,53,199689.49,France,Male,1
748,33,142645.43,France,Male,0
710,75,0.0,Spain,Female,0
432,45,110219.14,Germany,Female,1
534,51,0.0,Spain,Male,0
607,25,0.0,France,Male,0
551,32,0.0,Spain,Male,0
674,45,142072.02,France,Male,0
525,25,0.0,France,Female,0
645,33,149564.61,Germany,Male,0
755,43,0.0,France,Female,0
708,37,153366.13,Germany,Male,0
715,21,76467.16,France,Male,0
727,26,121508.28,France,Female,0
559,27,0.0,Spain,Female,0
545,36,73211.12,Spain,Male,1
524,22,0.0,France,Male,0
707,55,0.0,France,Female,0
671,38,92674.94,Spain,Male,0
439,52,96196.24,Spain,Male,1
667,36,114391.62,Germany,Female,0
831,32,80262.66,Germany,Male,0
545,33,173331.52,Spain,Female,0
604,35,147285.52,Spain,Female,0
657,67,119785.47,Spain,Male,0
487,36,140137.15,Spain,Female,0
750,52,107467.56,Germany,Female,1
694,37,98218.04,Germany,Female,1
711,35,133607.75,Germany,Female,0
551,37,0.0,France,Male,0
559,38,95139.41,France,Female,0
620,29,0.0,France,Female,0
660,42,0.0,Spain,Male,0
449,37,0.0,France,Female,0
703,26,97331.19,Germany,Female,0
795,37,139265.63,Germany,Male,0
594,31,0.0,France,Female,0
586,34,168094.01,Spain,Male,0
613,30,131563.88,Germany,Female,0
601,44,0.0,France,Male,0
657,50,0.0,France,Male,0
531,31,0.0,France,Male,0
621,47,107363.29,Germany,Male,0
782,33,94493.03,France,Female,0
528,29,170214.23,Germany,Female,0
696,52,139781.06,France,Male,1
586,35,0.0,France,Female,0
626,26,148610.41,Spain,Female,1
498,73,170241.7,France,Male,0
691,33,128306.83,France,Female,0
568,47,0.0,France,Female,0
715,35,0.0,France,Female,0
680,32,175454.0,Germany,Male,0
802,41,0.0,Spain,Male,0
539,22,100885.93,France,Female,0
494,69,93320.8,France,Male,0
594,38,63176.44,Germany,Male,0
596,33,139451.67,France,Male,0
649,52,49113.75,France,Female,0
699,32,123906.22,Germany,Male,1
787,40,0.0,France,Female,0
604,28,0.0,France,Male,0
489,52,131441.51,Germany,Female,1
651,56,0.0,France,Male,1
698,57,136325.48,France,Male,1
578,38,113150.44,Germany,Female,1
538,42,0.0,Spain,Female,0
696,33,0.0,France,Female,0
507,46,102785.16,Germany,Female,0
685,34,83264.28,Spain,Male,0
705,41,72252.64,Germany,Male,0
499,29,148051.52,Germany,Female,0
717,76,138489.66,France,Female,0
510,63,0.0,France,Male,0
632,32,111589.33,France,Male,0
668,39,122104.79,Germany,Female,1
744,32,96106.83,Germany,Male,0
663,42,115930.87,Germany,Male,0
638,37,124513.66,Germany,Female,0
688,54,0.0,France,Female,1
588,46,0.0,Spain,Male,0
631,33,0.0,France,Male,1
687,35,100988.39,Spain,Male,0
599,44,118577.24,France,Male,0
718,28,0.0,Spain,Male,0
730,27,0.0,France,Male,0
533,39,0.0,France,Female,1
711,28,0.0,Spain,Female,0
555,26,0.0,Spain,Female,0
850,42,113311.11,France,Female,0
678,41,0.0,France,Female,0
576,32,0.0,France,Male,0
835,20,124365.42,Germany,Male,1
592,42,147249.29,France,Male,0
774,36,103688.19,France,Male,0
620,29,138740.24,France,Female,0
519,39,111900.14,Spain,Male,0
734,37,152760.24,Spain,Female,0
763,31,143966.3,Germany,Male,1
733,51,141556.96,France,Male,0
650,43,0.0,France,Female,0
538,33,0.0,France,Female,0
577,46,0.0,France,Female,0
792,30,0.0,France,Male,0
686,41,0.0,France,Female,1
589,29,0.0,France,Male,0
530,25,162560.32,France,Male,0
778,29,123229.46,Germany,Female,0
616,31,76665.71,Spain,Male,0
550,38,140278.99,France,Male,1
655,51,0.0,France,Female,0
721,46,115764.32,France,Male,0
499,36,131142.53,Germany,Male,0
511,45,68375.27,France,Male,1
579,39,117833.3,Germany,Female,1
696,36,0.0,Spain,Female,0
681,34,0.0,France,Male,0
815,45,0.0,France,Male,1
681,30,111093.01,Spain,Male,0
641,42,132657.55,Spain,Male,0
591,56,128882.49,France,Female,1
565,59,69129.59,Germany,Male,0
487,37,0.0,France,Male,0
729,39,121404.64,France,Male,0
505,45,131355.3,Spain,Female,1
580,35,102097.33,France,Female,0
642,40,154863.15,France,Male,0
850,41,99945.93,Spain,Female,0
616,39,121704.32,Germany,Male,0
526,43,0.0,Spain,Female,0
523,35,138782.76,Germany,Male,0
663,35,0.0,France,Male,0
840,30,136291.71,France,Male,0
570,42,107856.57,Germany,Male,0
676,26,108348.66,Germany,Female,1
689,47,93871.95,France,Male,1
703,45,0.0,Spain,Female,1
491,19,125860.2,Germany,Male,0
584,49,172713.44,France,Male,0
810,51,0.0,France,Female,0
745,59,0.0,Spain,Female,0
625,39,130786.92,France,Female,0
535,29,112367.34,France,Female,0
729,45,91091.06,Spain,Female,0
655,26,106198.5,France,Female,0
751,47,142669.93,France,Male,0
525,33,112833.35,France,Male,0
532,40,0.0,France,Female,0
696,43,0.0,Spain,Female,0
786,32,104336.43,Germany,Female,0
580,55,104305.74,France,Male,0
596,47,140187.1,Germany,Male,0
683,39,0.0,France,Male,0
747,45,114959.12,France,Female,1
602,33,164704.38,France,Male,1
779,62,119096.55,France,Male,0
551,31,0.0,France,Male,0
666,47,0.0,France,Male,1
526,30,0.0,Spain,Male,0
849,41,115465.28,France,Female,0
471,27,0.0,France,Female,0
628,43,184926.61,Spain,Male,0
674,43,85957.88,Germany,Male,0
797,32,114084.6,France,Male,0
590,29,166930.76,Spain,Female,0
588,27,0.0,France,Female,0
577,29,0.0,France,Male,0
571,38,107193.82,France,Female,0
680,36,116275.12,France,Male,0
648,27,0.0,Spain,Female,0
618,39,91068.56,France,Male,0
648,41,123049.21,Germany,Male,0
759,39,0.0,France,Female,0
585,40,0.0,France,Male,0
774,42,137781.65,France,Female,0
697,48,108128.96,Germany,Female,0
605,39,105317.73,Spain,Male,0
676,20,80569.73,France,Male,0
678,22,174852.89,France,Female,0
495,45,89158.94,Spain,Female,1
787,85,0.0,France,Female,0
770,36,89800.14,France,Male,0
817,45,101207.75,Germany,Male,1
659,43,106086.42,France,Male,0
693,21,0.0,France,Male,0
744,47,0.0,France,Male,0
829,26,101440.36,Spain,Female,0
716,38,0.0,France,Male,0
671,34,106603.74,France,Male,0
835,29,130420.2,Germany,Female,0
636,38,0.0,France,Female,0
649,29,45022.23,Spain,Male,0
621,27,74298.43,Germany,Male,0
658,31,133003.03,Germany,Female,1
784,48,0.0,Spain,Male,0
783,37,136689.66,Spain,Female,0
615,32,0.0,France,Male,0
791,44,0.0,France,Female,1
762,53,102520.37,France,Male,0
607,35,0.0,France,Male,0
601,34,0.0,France,Female,0
540,67,88382.01,Spain,Male,0
812,44,115049.15,France,Male,0
685,58,104796.54,France,Male,0
680,33,123082.08,France,Male,0
680,58,0.0,Spain,Female,0
631,33,0.0,France,Female,0
569,43,0.0,France,Female,0
584,33,88311.48,Germany,Male,0
582,40,0.0,France,Female,0
609,32,71872.19,France,Male,0
506,35,110046.93,Spain,Male,0
503,42,104430.08,France,Male,0
503,28,0.0,France,Female,0
806,31,138653.51,Germany,Male,0
653,31,102575.04,France,Female,0
666,43,137780.74,France,Male,1
674,32,0.0,Spain,Male,0
798,32,0.0,France,Male,0
740,30,105209.54,France,Female,0
531,32,109570.21,Germany,Female,0
614,44,118715.86,Germany,Female,1
556,35,0.0,France,Male,0
678,43,153393.18,Germany,Female,0
587,33,132603.36,Germany,Male,0
527,36,0.0,Spain,Female,0
757,34,129398.01,Germany,Female,0
468,28,0.0,Spain,Male,0
693,29,151352.74,France,Male,0
483,44,136836.49,France,Female,1
466,40,91592.06,France,Male,1
770,30,0.0,France,Female,0
734,54,0.0,France,Female,1
716,22,0.0,France,Female,0
439,36,165536.28,France,Male,0
538,25,62482.95,Germany,Male,0
743,40,68155.59,France,Male,0
734,43,55853.33,Spain,Female,1
656,37,0.0,France,Male,0
666,31,79589.43,France,Female,0
627,41,100880.76,Spain,Male,0
480,25,174330.35,Germany,Female,0
792,19,143390.51,France,Male,0
613,59,91415.76,Germany,Male,1
476,30,134366.42,Germany,Male,0
539,24,0.0,France,Female,0
696,60,88786.81,Spain,Male,0
810,35,96814.46,Germany,Male,0
763,32,160680.41,Germany,Male,0
640,29,0.0,France,Female,0
655,47,0.0,France,Female,0
526,31,145537.21,Germany,Male,0
678,28,0.0,France,Female,1
554,45,0.0,France,Female,0
597,30,119370.11,Spain,Female,1
560,28,0.0,Spain,Female,0
850,47,134381.52,Germany,Female,1
546,74,114888.74,Germany,Female,1
623,42,149332.48,Germany,Male,0
698,40,105061.74,France,Female,1
620,32,0.0,France,Male,0
619,40,0.0,France,Female,1
561,21,0.0,France,Male,0
753,39,155062.8,France,Female,0
721,43,88798.34,Spain,Male,0
451,33,0.0,France,Male,0
680,51,143139.87,Germany,Female,1
590,23,0.0,Spain,Female,0
634,27,107027.52,Germany,Male,0
676,29,140720.93,France,Male,0
642,30,80964.57,France,Male,0
760,39,178585.46,France,Male,1
736,26,135889.13,Spain,Female,0
656,43,134919.85,France,Male,0
776,33,115130.34,Germany,Male,1
832,34,138190.13,Spain,Female,0
631,37,131519.49,Germany,Male,0
795,56,0.0,Spain,Female,1
648,39,126935.98,Germany,Female,0
615,39,133707.09,France,Male,0
682,27,97893.2,France,Female,0
694,34,127900.03,France,Male,0
694,37,143835.47,France,Male,0
607,44,0.0,France,Male,0
664,48,0.0,France,Male,1
756,60,0.0,France,Male,1
645,40,129596.77,France,Female,0
653,30,0.0,Spain,Male,0
710,24,110407.44,Germany,Female,1
697,76,0.0,France,Female,0
619,41,142015.76,Germany,Female,0
648,55,81370.07,Spain,Male,0
482,48,69329.47,Germany,Female,1
548,28,116755.5,France,Female,1
752,44,83870.33,Spain,Male,0
648,39,130694.89,France,Female,1
643,34,117451.47,Spain,Female,0
573,35,206868.78,Germany,Female,0
686,39,111695.62,France,Female,0
644,40,137285.26,France,Female,1
702,29,149218.39,France,Female,0
652,51,0.0,France,Male,0
641,32,0.0,Spain,Male,0
692,41,130701.29,Germany,Female,1
574,34,0.0,Spain,Male,0
643,31,167949.48,France,Female,0
834,23,131254.81,France,Male,0
591,28,0.0,France,Male,0
470,34,0.0,Spain,Male,0
608,34,86656.13,Spain,Male,0
649,37,114737.26,Germany,Female,1
665,38,0.0,France,Female,0
651,39,0.0,France,Female,0
555,62,119817.33,Germany,Male,1
637,48,130806.99,France,Female,1
675,49,0.0,France,Female,1
677,40,0.0,Spain,Male,0
850,35,80931.75,Germany,Female,1
815,56,0.0,France,Female,1
665,32,132178.67,Germany,Male,0
485,27,0.0,France,Female,0
577,43,0.0,Spain,Male,0
586,35,164769.02,France,Female,1
722,29,107233.85,Germany,Male,0
528,27,176227.07,France,Female,0
542,39,109949.39,France,Female,0
552,34,0.0,France,Female,0
678,60,117738.81,France,Female,1
575,37,133292.45,Spain,Female,0
669,43,160474.59,France,Female,0
636,43,0.0,France,Male,0
667,55,154393.43,Germany,Male,1
652,45,110827.49,Germany,Female,1
637,36,145750.45,Germany,Female,0
516,45,109044.3,Spain,Female,0
801,32,75170.54,France,Female,0
692,42,0.0,France,Female,0
585,28,105795.9,France,Female,0
590,32,0.0,France,Male,0
554,66,0.0,Spain,Male,0
659,49,0.0,France,Female,1
690,26,118097.87,France,Female,0
697,29,172693.54,Germany,Male,0
610,36,129440.3,France,Male,0
599,36,0.0,Spain,Male,0
544,23,96471.2,France,Male,0
548,46,0.0,France,Female,1
635,24,140197.18,Spain,Male,0
722,20,0.0,France,Male,0
564,33,135946.26,France,Female,0
719,69,0.0,France,Male,0
547,50,81290.02,Germany,Male,1
850,42,0.0,France,Female,1
515,60,113715.36,Germany,Male,1
667,56,168883.08,Spain,Male,0
607,36,143421.74,Germany,Male,0
525,26,153644.39,France,Male,0
606,53,109330.06,Spain,Female,0
686,27,115095.88,Germany,Female,0
611,35,0.0,France,Male,1
827,46,183276.32,Spain,Male,0
572,33,68193.72,France,Male,0
726,32,0.0,France,Female,0
579,31,139729.54,Germany,Male,0
598,56,98365.33,Spain,Female,0
663,36,0.0,France,Male,0
505,37,122453.97,Germany,Female,0
576,30,132174.41,Germany,Male,0
555,24,0.0,Spain,Female,0
524,30,0.0,France,Male,0
776,39,104349.45,Spain,Male,0
645,41,138881.04,Germany,Female,1
850,32,116968.91,Germany,Female,0
603,35,105346.03,Germany,Male,0
691,26,136623.19,France,Male,0
583,29,0.0,France,Female,0
584,66,0.0,France,Female,1
679,33,0.0,France,Female,0
646,36,124445.52,France,Male,0
559,34,68999.66,France,Female,0
595,36,85768.42,Spain,Male,0
527,47,0.0,France,Male,1
684,34,100628.0,Spain,Male,0
673,32,0.0,Spain,Female,0
802,38,0.0,Spain,Male,0
675,54,0.0,France,Male,1
762,19,0.0,Spain,Female,0
580,50,125647.36,France,Male,1
621,31,100375.39,Germany,Female,0
411,36,0.0,France,Female,0
815,24,171922.72,France,Male,0
631,32,146810.99,Germany,Female,0
514,45,109032.23,Germany,Female,1
638,57,0.0,France,Male,1
791,25,0.0,Spain,Male,0
516,35,128653.59,France,Male,0
734,37,80387.81,France,Male,0
611,58,0.0,France,Male,1
850,43,108508.82,Germany,Male,1
641,31,155978.17,France,Male,0
585,38,0.0,France,Female,0
552,50,121175.56,Germany,Male,1
507,29,89349.47,France,Female,0
735,38,86131.71,Spain,Male,0
707,58,102346.86,France,Female,0
698,36,121263.62,Germany,Female,0
841,31,0.0,France,Male,0
688,33,0.0,Spain,Female,1
614,51,0.0,France,Male,0
511,48,149726.08,Germany,Male,1
447,43,0.0,France,Male,1
738,35,161274.05,France,Male,0
422,33,0.0,France,Female,0
537,30,103138.17,Spain,Male,0
707,40,109628.44,Germany,Female,0
690,54,0.0,France,Male,1
664,33,97286.16,Germany,Male,0
850,33,118004.26,France,Female,0
584,32,85534.83,Spain,Male,0
728,59,0.0,France,Female,1
560,43,95140.44,Spain,Female,1
629,31,0.0,France,Female,1
658,25,0.0,France,Male,0
794,54,75900.84,Germany,Female,0
790,41,126619.27,France,Female,0
640,44,111833.47,France,Male,0
652,37,0.0,Spain,Male,0
583,57,238387.56,France,Female,1
775,32,108698.96,France,Female,0
584,39,112687.69,France,Female,0
635,48,81556.89,Germany,Female,0
814,48,136596.85,France,Male,0
735,43,98807.45,Germany,Female,1
678,31,0.0,France,Female,0
693,37,0.0,France,Male,0
640,30,107499.7,France,Female,0
773,23,0.0,Spain,Female,0
736,30,0.0,France,Female,0
693,28,0.0,France,Female,0
496,41,176024.05,France,Female,0
751,39,0.0,France,Female,0
528,39,127631.62,Germany,Male,1
754,19,0.0,Spain,Female,0
568,26,109819.16,Germany,Female,0
592,41,138734.94,Spain,Female,0
558,25,111363.1,Germany,Male,0
825,34,0.0,France,Male,0
677,28,143988.0,Germany,Male,1
653,34,118838.75,France,Male,0
593,35,161637.75,Spain,Male,0
632,44,133793.89,France,Female,1
601,35,71553.83,Germany,Male,0
786,62,0.0,France,Female,0
654,40,0.0,France,Female,0
572,38,0.0,France,Female,0
813,62,64667.95,France,Female,0
523,28,121164.11,France,Female,0
506,50,0.0,Spain,Male,0
513,72,98903.06,Spain,Male,0
664,31,104158.84,France,Female,0
684,54,0.0,France,Male,0
608,63,139529.93,Spain,Female,1
527,25,0.0,France,Female,0
666,53,64646.7,France,Male,1
779,71,0.0,France,Male,1
629,40,0.0,France,Female,0
430,35,118894.22,France,Male,0
712,24,0.0,France,Male,0
682,30,0.0,France,Male,0
634,41,68213.99,France,Female,0
487,31,0.0,Spain,Female,0
808,47,139196.0,Spain,Male,0
527,32,0.0,France,Female,0
637,50,126345.55,Germany,Male,1
802,40,0.0,Spain,Male,0
529,38,0.0,France,Female,1
850,43,0.0,France,Female,0
738,18,0.0,France,Male,0
817,34,129278.43,France,Male,0
735,31,119558.35,France,Male,0
619,41,92467.58,Germany,Female,0
671,27,0.0,France,Male,0
581,31,0.0,Spain,Female,0
690,36,0.0,Spain,Male,0
579,56,99340.83,Spain,Male,1
688,24,0.0,Spain,Female,0
599,28,126833.79,Spain,Female,1
729,29,109676.52,Germany,Male,0
718,29,0.0,France,Female,0
712,53,134729.99,Germany,Male,0
474,37,98431.37,France,Male,0
565,33,130368.31,Germany,Male,0
658,31,123974.96,France,Female,0
714,63,138082.16,France,Male,0
725,45,129855.32,France,Male,0
825,40,132308.22,France,Male,0
665,45,155447.65,Germany,Female,1
670,35,124268.64,Spain,Male,0
474,34,176311.36,Germany,Female,0
591,40,99886.42,France,Male,0
508,31,0.0,France,Female,0
695,36,0.0,France,Female,0
660,24,85089.3,Germany,Male,0
687,41,134318.21,Germany,Male,0
658,29,75395.53,Germany,Male,0
705,33,116765.7,Germany,Female,1
739,60,0.0,Spain,Male,0
844,38,111501.66,France,Male,0
602,48,76595.08,Germany,Female,0
759,33,160541.36,France,Female,0
747,38,129728.6,Germany,Male,0
673,47,0.0,France,Male,0
671,34,130929.02,Spain,Female,1
640,74,116800.25,Germany,Female,0
581,40,101016.53,Germany,Male,1
630,67,0.0,France,Male,0
703,33,190566.65,France,Female,0
698,47,0.0,Spain,Female,1
742,43,97067.69,Germany,Female,1
652,37,92208.54,France,Female,1
644,37,186347.97,France,Male,0
735,55,103176.62,Spain,Male,0
777,58,0.0,France,Female,1
644,40,77270.08,Germany,Female,1
665,37,111911.63,Germany,Female,1
529,72,94216.05,Germany,Male,0
803,45,0.0,Spain,Female,0
604,26,0.0,Spain,Female,0
738,49,106770.82,France,Male,0
655,72,138089.97,Germany,Female,0
698,39,133191.19,Germany,Male,0
775,66,0.0,France,Female,0
735,41,74135.85,France,Male,1
766,41,99208.46,Spain,Male,0
537,84,92242.34,Germany,Male,0
599,25,108380.72,Germany,Male,0
420,55,91893.32,Spain,Female,1
674,32,85757.93,France,Female,0
570,46,0.0,France,Female,0
623,33,96759.42,Germany,Male,0
