Tenure,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
8,1,1,1,22485.64
6,2,0,1,196668.51
6,2,0,0,136506.86
7,2,1,1,36278.89
6,2,1,1,163254.39
8,2,1,0,99654.13
3,1,1,0,20207.02
8,2,1,1,4195.84
10,1,1,1,112340.2
7,1,0,1,2035.94
8,1,1,0,132295.95
0,1,1,0,177383.68
5,2,1,0,90284.47
8,2,1,0,61349.37
5,1,1,0,196466.83
2,3,0,0,70758.37
10,2,1,0,13892.57
2,2,1,1,9684.52
3,2,1,1,40546.15
4,1,1,1,136603.42
7,1,1,1,133172.48
4,1,0,1,152821.12
4,2,1,1,147715.83
0,2,1,0,43169.15
4,1,1,0,76755.99
3,3,1,1,73406.04
6,2,1,0,176728.28
4,2,0,0,98309.27
7,2,1,1,6203.66
2,1,1,1,176791.27
9,2,1,0,50679.48
7,2,1,0,150580.88
2,2,1,0,80120.19
7,2,1,0,151645.96
3,1,1,0,55072.32
2,2,0,0,115068.99
1,1,0,0,149471.13
7,2,1,0,46522.68
4,2,1,0,189995.86
0,1,1,1,46369.57
1,1,1,1,30722.52
3,2,0,0,70810.6
8,1,1,0,106663.46
8,1,0,0,175836.03
5,1,0,1,85646.41
8,2,1,1,101485.72
1,3,0,0,191734.67
7,1,1,1,101839.77
2,2,1,0,4888.91
4,2,1,0,193132.98
4,2,1,0,193518.76
1,2,0,0,93982.02
1,1,1,1,197000.92
7,1,1,0,106837.06
1,1,1,1,115161.28
8,1,1,0,196260.3
3,2,1,1,96404.38
2,1,1,0,97658.66
7,1,1,1,49108.23
1,1,0,1,195651.66
9,1,1,0,111698.0
0,2,1,1,171707.93
4,2,1,1,66721.98
2,1,1,1,57876.05
6,2,0,0,177994.81
5,2,0,1,105125.65
4,2,1,0,17439.66
9,2,1,0,172668.39
1,1,0,1,753.37
5,1,1,0,98686.4
5,2,1,1,107047.92
9,2,1,0,152153.74
9,2,1,1,34338.04
4,1,0,1,173878.87
8,1,1,0,159254.29
3,2,1,0,54776.64
5,3,1,0,134594.99
3,1,1,1,41724.72
4,2,0,0,110527.71
6,1,0,0,8996.79
4,1,0,1,190200.53
2,1,0,1,115333.43
7,1,0,0,143619.52
2,2,1,1,58467.08
3,1,1,0,12128.69
3,2,1,1,49872.33
1,1,0,1,139735.54
9,2,1,0,60891.8
10,2,1,0,100862.54
8,1,1,0,76640.29
6,1,1,0,126013.58
9,1,1,0,87347.82
5,2,0,1,77370.37
0,1,1,1,62722.44
5,2,0,0,196257.68
1,2,1,0,81723.8
10,1,1,1,31299.71
2,2,1,0,63495.86
8,1,1,1,166520.96
6,1,0,0,150242.44
0,1,0,0,27345.18
3,2,1,1,87000.39
3,2,1,0,44912.7
5,1,1,0,179978.68
5,2,1,0,145759.7
9,2,0,0,14121.61
1,2,1,0,66232.23
4,1,1,1,190296.76
1,2,0,0,172782.69
6,2,1,1,99128.13
7,1,1,1,178341.33
5,1,1,1,146992.24
1,2,1,1,151314.98
7,1,1,0,92915.84
3,1,1,1,58974.0
3,2,1,1,174627.06
9,1,1,1,79579.94
2,2,1,0,50771.16
5,1,1,1,153537.55
1,2,1,1,132975.39
3,1,0,1,85208.93
4,2,1,0,170214.82
6,3,1,0,100615.14
7,2,1,0,186105.99
2,1,1,1,55119.53
4,1,1,0,28760.99
6,2,1,0,171021.44
9,1,1,0,176678.72
7,1,0,1,28667.56
6,2,0,0,197238.03
2,1,1,0,139994.68
5,1,1,0,151169.83
2,1,1,1,118113.64
7,2,1,1,34453.17
10,1,0,1,64872.33
5,2,1,0,10956.82
4,1,1,1,36885.85
6,1,1,1,168053.4
7,2,0,0,155227.0
7,3,1,0,38409.79
5,2,0,1,75279.39
6,2,1,0,158302.59
4,2,1,1,11525.72
6,1,1,0,94993.04
8,1,1,0,173912.29
5,1,0,1,41139.05
3,2,1,1,58019.95
5,1,0,0,164128.41
5,2,1,1,46998.13
7,2,1,1,177279.41
2,2,1,0,75832.53
1,1,1,0,61094.53
1,2,0,1,30117.44
8,1,1,0,179227.12
6,1,1,1,52110.45
6,2,1,0,75248.75
7,2,1,0,184317.74
3,2,1,0,158553.1
6,2,1,1,95686.42
2,2,0,1,71682.54
4,1,1,0,1790.48
9,1,1,0,139431.0
4,2,1,0,118358.54
7,1,1,1,130827.88
6,1,1,1,119404.63
0,1,1,1,162703.0
5,2,1,0,172665.21
3,2,0,1,170142.09
7,2,1,0,73977.23
9,1,1,1,60906.12
1,2,1,1,194867.27
4,1,1,1,193716.56
6,1,0,1,14633.35
0,2,0,0,31730.32
10,1,1,0,20063.63
7,2,1,1,99792.82
6,2,1,0,37654.31
3,2,1,1,192449.02
4,2,1,1,181208.47
5,1,1,1,155165.61
10,1,1,0,121504.18
4,1,1,1,61569.07
4,2,1,0,123269.71
1,4,1,0,31272.14
3,2,1,1,62825.03
9,1,1,0,184056.45
3,2,1,1,48924.73
3,2,1,0,191111.02
1,2,0,1,54184.06
5,1,1,0,64381.33
6,2,1,0,78770.86
1,1,0,1,116766.79
7,1,0,0,32916.29
9,1,0,1,50972.6
8,3,1,0,122066.5
3,1,1,0,65996.9
2,1,1,1,79577.38
6,1,1,0,130529.13
4,2,1,1,172629.67
7,1,1,0,15216.53
2,1,1,1,17512.53
7,2,0,0,131852.01
5,2,1,0,181945.52
6,1,1,0,91482.5
9,1,1,1,77119.45
5,1,1,0,95611.74
7,2,1,1,80428.42
7,2,0,1,163714.92
6,2,0,1,27375.15
4,2,1,1,73873.65
8,1,0,0,139266.48
8,2,1,1,131772.51
7,1,0,1,173454.07
7,1,0,1,67552.71
5,1,1,1,34765.33
5,2,0,0,120219.14
9,1,0,0,90212.38
7,1,1,0,164975.82
10,1,1,0,1285.81
9,1,1,0,83679.46
2,1,0,0,34548.74
7,2,1,1,74275.08
2,2,0,1,7278.57
0,1,1,1,162053.92
3,1,0,0,199336.63
2,1,0,1,62347.71
5,2,1,1,91711.66
10,1,0,0,79240.9
8,2,1,1,76679.6
1,1,1,0,162511.55
3,1,1,1,21360.88
2,2,1,0,54487.43
9,2,1,0,53931.05
0,2,1,0,103165.15
10,1,0,0,146359.81
3,1,1,1,28370.95
2,2,0,0,10023.15
10,2,1,1,192928.82
8,2,0,0,50485.7
2,1,1,1,131662.47
7,1,1,1,152235.3
8,1,1,1,68093.23
3,2,1,1,80061.31
2,1,1,0,149583.67
5,1,0,0,7631.27
4,2,1,1,33082.81
3,1,1,0,121883.87
5,3,1,1,100722.72
2,2,0,1,47093.11
7,2,1,1,177624.01
6,2,0,0,106149.48
2,1,1,0,16874.92
7,2,0,0,54560.79
2,1,1,1,153605.75
8,1,0,1,44390.38
3,2,1,0,63218.85
3,1,1,1,41626.78
3,1,0,1,24765.53
6,1,1,0,28280.8
8,2,1,0,89043.19
7,2,1,1,17294.12
3,2,1,1,126702.41
8,1,1,0,13123.41
1,2,1,1,167973.63
9,1,1,0,125870.79
5,1,1,0,91972.49
10,2,1,0,155593.74
5,1,1,1,67788.49
7,1,1,1,62615.35
2,1,1,1,107415.02
7,3,1,0,166526.26
4,1,1,1,120107.1
3,1,1,0,188227.8
6,2,1,0,91560.63
6,2,0,0,166495.2
5,1,1,1,165614.4
2,2,1,1,86372.24
7,1,1,1,2755.53
3,1,1,0,83594.51
3,1,1,1,103706.41
9,1,0,0,5924.38
5,1,1,1,58203.67
7,2,1,0,49361.84
7,1,0,1,73585.18
6,1,1,1,95135.27
4,2,1,1,38794.57
3,2,0,1,198926.36
9,2,1,1,56099.86
0,1,1,1,117023.08
3,2,0,1,62083.0
4,2,1,1,141822.8
10,2,1,1,185387.14
4,2,0,1,57461.13
3,2,1,1,120380.12
8,1,1,0,133020.9
7,2,1,0,13589.93
7,1,1,1,77830.36
4,2,1,1,136610.02
8,1,1,1,17160.94
7,2,1,0,176843.53
8,1,1,0,114996.33
8,2,0,1,196990.79
9,1,1,0,133146.03
3,1,1,0,185667.72
6,2,1,1,24020.49
8,3,1,1,185750.02
6,1,1,1,178045.97
4,2,1,1,199857.47
10,1,1,1,43595.9
3,1,1,0,122810.53
5,3,1,0,3440.47
3,2,1,0,35989.41
10,1,0,1,17163.75
8,1,1,0,44506.09
8,1,0,1,17848.3
7,2,0,1,76209.56
4,1,1,1,141476.56
0,1,0,1,60032.46
2,1,1,0,100686.11
9,2,1,0,96429.29
4,2,1,1,15795.88
8,2,1,0,116547.31
2,1,1,0,191260.74
9,1,1,1,173870.39
7,2,1,0,117273.35
0,1,1,0,92277.47
4,2,1,1,44244.49
3,2,0,0,78133.48
5,2,1,0,103402.88
9,2,0,1,137835.82
2,2,1,0,20670.1
8,1,1,0,77469.38
6,1,1,1,57572.38
4,1,1,0,75884.65
6,1,1,0,146955.71
2,1,0,1,67040.12
2,1,1,1,178418.35
9,2,0,0,30807.02
5,1,1,0,143835.76
7,2,0,0,130883.9
4,2,0,1,194343.72
4,1,1,1,9796.69
10,2,0,0,47310.24
5,1,1,1,141148.21
7,2,1,1,111138.25
8,2,1,0,114182.07
2,2,0,1,127560.77
9,1,1,0,18082.06
2,1,1,1,136330.26
5,1,0,1,34121.81
5,1,1,0,56246.69
9,1,0,1,191417.42
1,2,1,1,23317.88
8,1,0,0,144675.3
2,1,0,1,175161.05
4,1,1,0,14928.8
9,1,0,0,161479.19
5,1,1,1,133501.94
8,1,1,1,23703.52
3,1,0,1,115985.38
2,1,1,0,43229.2
4,1,1,1,94862.93
1,2,0,1,142377.69
9,1,1,0,135635.25
8,2,1,0,148487.9
1,2,0,1,58976.85
9,1,0,1,76254.83
9,1,0,0,55857.48
7,1,1,1,77867.23
10,1,1,0,22878.16
6,1,1,1,114469.55
8,1,1,0,96754.8
6,3,0,0,125154.57
10,2,0,1,113597.64
7,1,1,0,121408.55
2,1,0,1,109219.43
5,1,1,1,50230.31
4,1,1,0,177719.88
6,2,0,0,131211.86
3,1,1,0,82152.83
10,2,1,1,216.27
3,1,1,1,1713.1
7,1,1,1,136910.18
7,1,1,1,20243.97
2,2,0,1,86043.27
8,2,1,0,126561.07
4,2,0,1,64350.8
2,2,1,1,10472.31
10,1,1,0,95941.55
10,1,1,1,125222.36
4,2,1,0,170950.58
1,1,1,0,236.45
5,1,0,1,31517.16
6,2,1,1,181610.6
3,1,1,0,156593.09
7,1,1,0,4272.0
0,2,1,0,163587.9
3,1,1,0,175843.68
1,4,0,0,166164.3
1,2,1,1,61796.64
4,1,1,1,21439.49
1,1,1,1,19225.85
8,2,0,0,132547.02
6,2,0,1,62688.55
8,1,1,0,21760.96
5,2,0,1,154460.68
2,1,0,1,8065.0
5,1,1,0,173365.9
8,2,1,1,69428.79
5,1,1,1,12757.14
8,2,1,0,180426.2
8,1,1,1,43093.67
1,2,0,1,68594.0
1,2,1,1,197996.65
10,2,0,0,122953.0
4,1,1,1,76821.24
4,1,0,1,141400.51
6,4,1,0,41921.75
8,1,0,1,175664.25
8,2,1,0,117916.63
7,1,1,0,194690.77
9,1,0,0,166677.35
3,1,1,0,160131.58
6,2,0,1,123622.0
7,1,0,1,113483.96
8,2,0,0,79618.79
9,2,1,0,24472.23
7,2,0,1,177025.79
8,1,1,1,103349.74
1,1,0,1,63606.22
7,2,1,1,14490.79
5,2,0,0,105080.53
5,1,0,0,83499.89
8,2,1,0,143598.7
4,1,0,0,36091.91
10,2,0,0,13007.89
3,1,1,0,6101.41
6,2,1,1,48314.0
6,1,1,0,197111.99
2,1,1,1,110299.78
0,2,0,0,30114.32
10,2,1,1,98894.64
2,2,1,0,49826.68
8,2,1,1,10074.05
6,1,0,1,20769.88
7,1,0,0,163427.18
6,2,0,1,140068.77
8,2,0,0,83206.19
3,1,1,1,111402.97
5,1,0,1,92873.5
6,2,0,1,94780.9
1,1,1,1,16607.15
8,2,1,1,161954.43
6,2,0,1,194733.28
4,1,1,1,163524.7
8,2,0,0,48260.19
8,1,1,0,86678.48
5,1,1,1,3064.65
8,2,1,0,112124.98
2,2,1,1,120801.65
6,2,0,1,52193.23
1,1,0,1,56636.28
3,1,0,1,69372.88
4,1,0,1,164038.07
9,1,0,1,118982.51
8,2,1,0,27472.07
8,1,1,1,36754.13
4,1,1,1,46416.36
8,1,1,1,152872.39
1,2,1,1,165227.23
5,1,1,0,75927.35
4,1,1,1,172930.28
6,1,1,1,36108.5
7,2,1,1,36202.74
6,1,1,1,131886.46
1,1,1,1,133992.36
2,2,1,1,96658.26
8,2,1,1,135112.09
4,1,1,0,163944.18
2,2,1,1,53843.71
7,2,0,1,122398.84
1,1,1,1,64804.04
8,2,0,1,19370.73
4,2,1,1,126192.54
7,1,0,1,135459.02
10,2,1,1,94815.04
2,1,1,1,188366.04
1,2,0,1,178512.52
0,2,1,1,97906.38
10,1,0,0,72861.94
4,2,1,1,195978.86
6,2,1,1,19448.93
5,1,0,1,32635.54
8,2,1,0,171733.22
1,2,1,0,46176.22
9,2,1,0,179634.69
6,1,0,0,191521.32
8,1,1,1,67998.45
1,1,1,0,44731.8
1,2,1,1,124532.9
5,1,1,0,160968.44
3,1,1,0,27341.63
6,1,1,1,53994.64
10,1,1,1,91633.53
2,2,1,0,189613.12
9,2,1,1,60706.33
8,2,1,1,154767.34
7,1,0,0,196853.11
8,1,1,1,195775.48
6,1,0,1,3086.89
7,2,1,1,70618.0
1,2,0,1,55034.02
8,2,0,0,168035.62
3,2,1,1,128449.33
6,1,1,1,199249.29
4,2,1,0,149474.69
7,2,1,1,126726.33
7,1,0,1,147554.26
7,1,1,1,149399.7
5,2,1,0,93536.38
6,2,1,1,58883.91
3,1,1,0,154271.41
7,1,1,1,122022.89
6,2,1,1,50299.14
4,2,1,0,187800.63
7,1,1,0,171344.09
5,1,1,1,40920.59
8,1,1,0,63940.68
1,2,0,1,29483.87
2,1,1,0,179056.23
8,2,1,0,129273.94
4,3,1,0,55558.51
8,1,1,1,23305.85
1,1,0,1,17128.64
9,2,1,1,74641.9
2,2,1,0,154486.01
4,2,1,1,3185.67
2,2,1,0,88463.63
8,1,1,0,65682.93
0,2,1,1,140586.08
9,1,1,0,117232.9
3,1,1,0,116137.01
3,2,1,1,105533.96
9,3,1,1,81514.06
6,1,1,1,164966.27
4,2,1,1,23631.55
4,2,0,1,105433.53
8,2,1,0,90591.15
10,1,0,1,127014.32
1,2,0,1,90905.26
5,1,1,1,8651.92
4,2,1,0,15467.98
2,1,1,0,79915.28
10,2,1,0,69361.95
3,2,1,0,86935.08
0,2,1,1,7597.83
5,1,1,0,116957.6
9,2,0,1,157884.83
5,1,1,1,77981.54
8,1,1,1,126369.55
1,1,1,1,191973.49
3,1,1,0,142940.39
7,1,0,0,48869.67
5,2,1,1,73131.73
7,1,1,1,120037.36
6,2,1,0,193995.37
0,2,0,0,179453.66
9,1,1,0,80963.92
8,2,0,1,15658.99
5,1,1,0,92708.1
2,2,0,0,26542.17
3,1,1,1,65010.74
4,1,1,0,106892.91
7,1,1,1,185210.63
3,1,1,0,4035.46
5,1,1,0,177805.44
7,2,1,1,68831.72
8,1,1,0,114732.62
4,2,1,0,22299.27
6,2,0,0,197283.2
9,1,1,1,179485.96
5,1,1,1,17699.48
1,1,1,0,118490.8
8,2,0,0,133292.94
9,1,1,0,58170.24
6,1,1,0,107137.3
6,3,1,0,145071.33
2,1,0,1,85495.24
9,2,1,1,101139.3
7,2,1,0,10511.13
0,2,1,1,137916.49
7,1,0,1,193383.13
4,1,1,0,189826.96
4,1,0,1,144113.42
1,2,0,1,143538.51
5,1,1,0,77677.14
8,2,1,1,183717.94
10,1,0,0,92180.62
7,2,1,1,28690.9
3,1,1,0,85891.02
2,2,1,1,42050.24
6,2,1,0,110142.34
1,1,1,1,179269.79
7,1,1,1,90558.24
10,2,1,0,162022.47
8,3,1,0,66926.83
8,2,1,0,108891.3
4,1,1,0,71811.9
1,1,0,0,92223.59
6,1,1,1,78065.9
3,2,1,1,59679.9
0,1,1,0,85000.32
5,1,1,1,159808.95
7,1,1,0,129001.3
0,1,0,0,113557.7
5,2,1,1,147758.51
4,1,1,1,28865.59
1,2,0,1,160607.06
8,1,1,0,100015.79
3,2,0,1,54478.52
8,1,1,1,141677.33
7,2,0,0,84077.6
8,1,0,1,106981.03
9,1,1,1,73551.44
7,2,0,0,115842.1
8,2,0,0,107013.59
8,2,0,0,24938.84
7,2,1,0,51113.14
8,2,1,0,33828.64
8,2,1,0,128875.86
9,4,1,1,194700.81
5,2,1,0,158974.45
1,1,1,0,198182.73
4,1,0,1,141404.07
4,1,1,1,4175.68
0,1,1,0,126876.47
5,2,1,0,41052.82
2,1,0,0,105760.01
2,2,0,1,27937.12
8,1,1,0,79355.87
5,2,1,1,102180.27
1,1,1,1,95719.73
9,1,1,0,57121.51
6,1,0,0,162478.11
9,2,0,1,194808.51
9,1,1,1,124045.65
3,1,1,0,17987.4
8,1,1,0,133653.38
1,2,1,1,25101.17
3,2,0,1,33330.89
7,2,1,0,2401.26
5,1,1,1,178361.04
6,2,1,0,162697.93
5,2,1,0,80607.33
2,2,0,1,23146.62
5,1,0,1,89893.6
4,2,1,1,3173.31
5,2,0,0,123218.81
0,2,0,1,74588.41
7,2,1,0,31288.77
4,2,1,0,58561.31
5,1,1,0,148804.36
7,2,1,1,51117.06
3,2,1,1,164537.17
8,1,0,0,61977.82
0,1,1,0,193362.99
9,1,1,1,47722.79
8,1,1,0,18510.41
7,2,1,0,65057.71
7,1,0,0,46374.64
4,2,0,1,42039.67
1,1,0,0,138192.98
6,1,1,1,22735.45
7,1,0,1,186910.74
2,1,1,0,75285.47
1,1,0,1,130260.11
9,1,1,0,15034.93
2,1,1,0,175709.4
9,2,1,0,101069.71
7,2,1,1,153012.13
7,1,0,0,86173.92
2,1,1,0,197548.63
10,2,0,0,37042.8
5,2,1,0,121085.72
7,1,0,1,194113.99
2,2,0,1,101273.23
1,1,1,1,118711.75
5,1,1,0,582.53
9,2,1,0,192381.21
5,1,0,1,136507.69
4,2,1,0,138871.12
1,1,1,1,60728.89
7,1,0,0,189175.71
1,2,1,1,102547.56
6,2,1,1,36706.56
3,2,1,1,44756.25
7,2,1,1,132870.15
1,2,0,0,16287.38
2,2,1,1,121945.42
4,1,0,0,131173.9
1,1,0,1,88669.89
4,2,1,1,160835.3
1,1,0,0,24761.36
7,2,1,0,138526.96
8,1,0,0,157442.75
5,2,0,0,105295.77
4,1,0,0,97782.92
5,1,1,1,68255.88
2,2,1,0,108790.95
8,2,1,0,143706.18
0,1,0,0,148993.47
6,2,0,0,95277.15
1,2,0,1,152956.33
8,1,1,1,94925.62
3,2,1,1,87308.18
2,2,1,0,83978.86
1,1,0,0,37543.93
8,1,0,1,104889.3
6,2,1,1,149705.25
3,2,1,1,16445.79
8,2,1,0,54689.16
7,1,0,1,194913.86
1,2,1,1,146371.72
1,2,1,0,156603.7
5,1,0,1,182566.76
9,1,1,0,60194.05
4,1,1,0,36579.53
4,3,0,0,5862.53
10,2,1,1,143030.09
3,2,1,1,62700.08
7,1,1,1,99017.34
8,1,1,0,187987.01
1,1,0,0,123454.62
5,1,0,1,10921.5
7,2,1,0,53817.23
7,2,0,0,81617.4
2,1,0,1,192298.84
5,2,0,0,143882.25
6,2,1,1,53130.41
0,2,1,1,190454.04
0,2,0,1,111906.0
7,1,1,0,113177.95
9,2,1,0,30529.88
2,2,1,1,18800.13
9,1,1,1,46127.7
3,1,0,0,75585.48
3,1,1,0,63085.94
5,2,1,1,74415.2
8,2,0,1,139889.15
9,1,1,1,7267.25
1,2,0,0,186826.22
4,1,1,1,162149.07
8,1,1,1,180150.49
4,1,1,1,83478.12
4,1,1,0,26163.74
9,2,1,1,44381.06
7,2,0,1,136365.0
9,2,0,0,99294.22
8,1,0,0,173464.43
5,2,1,1,127543.81
7,2,1,1,52526.65
0,1,1,0,32589.45
8,1,1,0,47161.25
5,2,0,1,45424.13
6,1,1,1,8018.49
6,2,1,1,195668.0
7,2,1,0,133167.11
0,2,0,0,123602.11
9,1,1,1,186238.85
5,1,1,1,158668.87
3,1,1,0,9249.36
8,2,1,1,116581.1
1,2,1,0,44688.08
2,2,1,1,148608.39
9,1,0,1,188670.9
7,1,1,0,107067.37
0,1,0,1,61759.33
8,1,0,1,192776.64
8,2,1,0,46735.19
5,2,1,1,169117.74
4,1,1,1,89081.41
10,1,1,1,105227.86
4,1,1,0,128246.81
4,1,0,0,94554.74
9,1,1,1,33823.5
2,1,1,0,97468.44
1,1,1,1,164137.36
4,2,1,1,191313.7
9,2,1,1,65257.57
8,1,1,1,178222.77
2,2,1,1,179445.28
9,1,1,0,65500.53
8,1,1,0,97877.92
7,1,0,1,113051.57
7,2,1,1,105969.05
9,1,1,1,122996.76
3,1,1,1,68087.15
8,2,0,1,21478.36
7,1,1,0,158437.73
6,2,0,0,76551.7
2,1,1,0,15887.68
10,2,1,1,33741.84
1,1,1,0,20652.69
5,1,1,1,112781.5
5,1,0,1,119996.95
9,4,0,1,6981.43
9,2,1,0,185211.28
7,2,1,1,78436.36
9,1,0,1,139048.0
9,2,1,0,136329.96
2,2,1,1,14721.8
2,2,0,1,3430.38
7,1,0,1,160450.21
6,2,1,0,1485.27
6,2,1,1,19720.08
7,1,1,1,41183.02
8,1,1,0,139410.08
7,2,1,1,163691.48
9,1,1,1,115147.33
4,2,1,1,74945.11
1,2,1,1,180363.56
8,1,0,0,196021.73
3,2,1,1,125979.36
7,1,1,0,111421.77
7,2,1,1,115818.51
3,2,0,1,179360.76
0,2,0,0,82351.06
5,1,1,1,192744.23
6,1,1,1,113408.47
8,1,1,1,124641.42
5,2,0,1,54871.02
10,1,1,1,98820.09
2,2,1,1,45570.84
1,1,1,1,182336.45
9,1,1,1,118825.56
4,2,1,0,103372.79
3,2,1,1,43486.73
6,2,1,1,40062.99
3,2,1,0,46175.7
0,1,1,1,120830.73
9,2,1,0,5967.09
4,1,1,0,122134.56
6,2,1,1,62972.13
2,1,1,1,174815.54
7,1,0,1,192841.13
1,1,0,0,33310.72
3,2,1,0,72876.43
3,2,0,1,50911.41
7,1,1,1,142400.27
7,2,0,1,48778.46
5,1,0,0,156361.58
9,3,1,0,133807.77
2,1,1,0,179128.69
8,1,1,1,91810.71
3,2,1,0,173195.33
1,2,0,1,182270.88
8,2,1,0,177130.33
3,1,0,0,49954.79
3,1,1,0,141896.74
6,2,1,0,120661.71
4,1,0,0,149814.68
5,2,1,1,41782.7
7,1,1,1,46172.47
5,2,1,0,2704.09
3,2,1,0,6726.53
9,2,1,0,170764.08
3,2,1,0,45742.42
3,1,0,1,162304.59
7,1,0,1,80883.82
7,1,1,0,118508.09
3,1,1,0,69697.74
6,1,1,0,183575.01
6,1,0,0,161203.6
9,2,1,0,143752.77
5,1,0,0,121894.31
3,2,1,1,147055.87
1,2,1,1,172033.57
9,2,0,0,143774.06
2,2,1,1,139366.58
10,1,1,0,81776.84
8,1,1,0,190998.96
9,2,0,1,4470.52
10,2,0,1,135851.3
5,2,1,1,172372.63
3,3,0,1,135875.51
4,2,1,1,128124.7
6,1,1,1,167023.95
6,1,0,0,149807.01
8,1,1,0,54290.62
1,1,1,0,86013.96
5,2,0,0,79886.06
8,3,1,0,141959.11
8,2,1,0,66680.77
5,1,1,0,98640.15
9,1,0,0,142797.5
8,1,1,1,163581.67
5,2,1,1,163221.22
9,1,0,0,12440.44
5,2,1,1,145551.6
10,1,1,0,50908.48
4,2,1,0,30149.21
0,1,0,0,57769.2
4,2,0,0,156381.47
4,2,1,0,178123.86
5,2,1,0,51112.8
6,2,0,0,173783.38
1,3,0,0,174770.14
5,2,1,0,172063.09
8,2,1,1,155294.17
9,2,1,1,40320.3
1,1,0,1,134260.34
6,1,1,0,147090.9
4,2,1,0,132368.47
1,2,1,1,164741.5
9,1,1,0,63051.32
2,2,0,0,199761.29
4,1,0,1,55725.04
8,1,1,0,163145.5
0,1,1,1,57992.49
1,2,0,1,193093.77
2,2,1,1,57531.14
6,2,1,1,77242.19
8,3,0,0,153046.16
7,1,1,0,63405.2
5,2,1,1,106564.88
2,2,0,0,42763.12
1,2,1,1,168753.34
5,1,1,1,19483.35
3,1,1,1,158646.46
1,1,1,1,83172.19
3,2,1,1,76889.79
2,2,0,1,51554.58
0,1,0,1,105570.39
8,1,0,1,79495.01
3,2,0,1,52583.79
7,2,1,0,26848.25
10,1,0,1,10072.55
6,2,1,0,187296.78
5,1,1,0,104016.61
8,1,1,1,151310.16
9,2,0,1,62810.91
9,1,0,1,60830.38
4,2,1,0,116672.02
3,1,1,0,77304.49
2,1,1,1,52894.01
4,1,1,1,116471.43
4,1,0,0,4539.38
3,2,1,0,142367.72
3,1,1,1,110520.48
6,1,1,0,188258.49
3,1,0,0,197322.13
4,2,1,0,80241.14
1,1,0,1,172814.99
6,1,0,0,38410.74
9,2,0,0,17622.82
9,2,0,1,48021.71
7,1,1,0,88958.49
9,2,1,0,116343.09
4,2,1,1,166102.61
2,2,0,1,104353.26
3,1,1,1,115429.32
5,3,1,0,178106.34
8,2,1,0,132152.32
4,2,1,1,21521.38
8,2,1,1,27431.62
6,1,0,1,42143.61
7,1,0,0,106457.11
0,1,1,1,133831.37
6,1,1,1,164083.72
5,1,0,1,159207.34
1,1,1,0,84487.62
3,2,1,0,3674.71
5,2,0,1,12092.03
2,2,1,0,77475.73
9,2,0,0,41291.73
8,2,1,1,343.38
2,2,0,0,47432.43
5,2,1,0,127827.18
1,2,1,1,35633.15
8,1,1,1,182865.09
1,2,0,0,169386.81
4,1,0,1,149073.88
8,1,0,0,184107.26
5,2,1,1,22750.17
9,1,0,0,11950.29
6,1,1,1,152880.07
9,2,1,0,175252.78
3,2,1,0,174303.29
4,2,1,1,80701.72
6,2,1,0,198516.2
6,2,1,0,175756.36
3,1,0,1,82824.08
1,1,1,0,179866.01
6,2,1,1,159899.97
8,2,1,0,138504.28
9,1,1,1,127394.67
9,1,1,1,58961.49
2,1,1,0,103644.98
8,1,1,1,119647.7
4,1,1,0,28465.86
5,2,1,1,152979.14
4,2,1,1,190911.02
2,2,1,1,95794.98
1,1,1,0,189742.78
9,1,1,1,188574.08
6,1,0,0,183872.88
6,1,0,0,196555.32
2,2,1,1,112503.24
6,1,1,0,46864.0
3,1,1,0,65864.4
9,1,1,1,125167.92
7,2,1,1,177519.39
1,1,1,1,169653.32
5,1,1,0,118372.55
5,1,1,0,16481.12
0,2,1,1,138525.19
7,2,1,0,14608.0
9,2,0,1,81548.38
1,2,0,0,69608.48
9,2,1,0,68873.8
5,1,1,0,81102.81
3,3,0,1,81054.0
4,1,1,1,74149.77
1,2,0,0,99503.19
7,2,1,0,10109.47
9,2,1,1,58855.85
1,2,0,1,84402.46
2,1,1,0,49713.87
6,1,1,1,133537.53
4,2,1,0,124615.59
8,2,0,1,98090.69
6,2,1,1,42607.69
3,1,1,1,192434.11
5,3,0,0,60686.4
7,2,1,1,49463.44
1,1,1,0,81431.99
3,1,0,1,22909.56
5,2,1,1,65532.17
5,2,0,1,141053.85
10,1,1,1,3472.63
7,2,1,0,102083.78
4,2,1,0,1801.77
6,1,0,0,85185.44
8,1,1,0,119882.7
4,1,1,0,83715.66
7,2,1,0,23425.78
2,2,0,1,77326.78
7,2,1,0,156150.08
5,2,1,0,108577.97
4,1,1,1,133573.29
2,1,0,1,102057.86
9,1,0,0,47247.56
2,2,1,0,114566.47
7,4,0,0,184464.7
6,2,0,1,151401.33
9,2,1,1,70607.1
9,2,1,0,147074.67
8,2,0,1,105780.18
4,1,1,0,109496.45
6,1,1,1,137739.45
2,1,1,0,105140.92
6,2,1,1,113276.46
6,1,1,0,172531.23
1,1,1,0,64375.4
9,1,1,0,28434.44
4,1,1,1,46941.41
1,2,1,0,29333.01
3,2,1,1,193724.51
2,1,1,0,34967.75
8,1,1,0,55663.85
7,2,1,1,55753.12
6,1,1,0,176962.31
9,2,1,1,181507.44
1,2,1,0,61995.57
